Time,CPU_usec_used,Memory_Bytes,Energy_uJ,inference_time_ms
1751221987,11606,3584000,144005275327,2.28662500012433
1751221988,1015104,194265088,144024508676,1.56270500156097
1751221989,2023294,330694656,144042247583,1.47857699630549
1751221990,2198839,404692992,144048601327,1.66241099941544
1751221991,3009232,591126528,144064517851,1.50367599417223
1751221992,4016571,800739328,144083081158,1.67964900174411
1751221993,5024373,948400128,144101330257,1.55552300566342
1751221994,5952656,1069924352,144119821665,1.68693200248526
1751221995,6918104,1063542784,144137842248,1.56443599553313
1751221996,7925963,1064538112,144155727090,1.69960499624722
1751221997,8934511,1065058304,144173061580,1.62493399693631
1751221998,9942624,1064980480,144190564831,1.667117998295
1751221999,10950508,1065996288,144207875089,1.62419099797262
1751222000,11960362,1066954752,144225273970,1.76895399636123
1751222001,12968153,1068515328,144242712341,1.63386300118873
1751222002,13977287,1069039616,144259681109,1.64541500271298
1751222003,14982956,1073111040,144276711705,1.82109999877866
1751222004,15225862,399855616,144283539873,1.66568600252504
1751222005,15548161,312700928,144290903075,1.73036700289231
,,,,1.77784999686992
,,,,1.67421600053785
,,,,1.67900100495899
,,,,1.77768700086745
,,,,1.61790200218093
,,,,1.76946999999927
,,,,1.67069400049513
,,,,1.68969399965135
,,,,1.64612099615624
,,,,1.75211000168929
,,,,1.64861200028099
,,,,1.71139900339767
,,,,1.74671800050419
,,,,1.62216599710519
,,,,1.6496630050824
,,,,1.75921300251503
,,,,1.66751199867576
,,,,1.66613500186941
,,,,1.79546599974856
,,,,1.68123799812747
,,,,1.61438800569158
,,,,1.75782999576768
,,,,1.62227600230835
,,,,1.6377120045945
,,,,1.66442200134043
,,,,1.64302999473875
,,,,1.62366300355643
,,,,1.69341499713482
,,,,1.63716000679415
,,,,1.64246699569048
,,,,1.66685600561323
,,,,1.64581400167663
,,,,2.24753299698932
,,,,1.66434000129811
,,,,1.63703099678969
,,,,1.72010400274303
,,,,1.68553300318308
,,,,1.65094200201565
,,,,1.67275800049538
,,,,1.67092600167962
,,,,1.63221600087127
,,,,1.65069499780657
,,,,1.72782999288756
,,,,1.60806599888019
,,,,1.68366199795855
,,,,1.6220350007643
,,,,1.77782600076171
,,,,1.66772400552873
,,,,1.70996099768672
,,,,1.66871700639604
,,,,1.71912399673602
,,,,1.72113299777266
,,,,1.67294200218748
,,,,1.73049400473246
,,,,1.7085900035454
,,,,1.67123100254685
,,,,1.75888100056909
,,,,1.65620099869557
,,,,1.7183460004162
,,,,1.69109800481237
,,,,1.69474900030764
,,,,1.71268799749669
,,,,1.71984500047984
,,,,1.65054699755274
,,,,1.73468200227944
,,,,1.71273999876576
,,,,1.78620999940904
,,,,1.64082000264898
,,,,1.79825499799335
,,,,1.70106100267731
,,,,1.81458999577444
,,,,1.73158299730858
,,,,1.7519370012451
,,,,1.76887599809561
,,,,1.75211800524266
,,,,1.75390599906677
,,,,1.637639994442
,,,,1.6761260048952
,,,,1.67654200049583
,,,,1.71240200143075
,,,,1.66373400134034
,,,,1.62839599943254
,,,,1.62640000053216
,,,,1.66494800214423
,,,,1.69570199795999
,,,,1.72123899392318
,,,,1.65510400256608
,,,,1.66543800150976
,,,,1.62667899712687
,,,,1.70661599986488
,,,,1.66052499844227
,,,,2.21752799552632
,,,,1.63806199998362
,,,,1.63755100220442
,,,,1.61200699949404
,,,,1.5873219963396
,,,,1.64841600053478
,,,,1.76093100162689
,,,,1.67143800354097
,,,,1.65299500076799
,,,,1.60354899708182
,,,,1.63430500106188
,,,,1.68088699865621
,,,,1.6942319998634
,,,,1.68680299975676
,,,,1.60020899784286
,,,,1.67327399685746
,,,,1.6467589957756
,,,,1.67757400049595
,,,,1.72954700246919
,,,,1.71865599986631
,,,,1.65626300440636
,,,,1.65043200104265
,,,,1.63658100063913
,,,,1.75196700001834
,,,,1.75254100031452
,,,,1.71624299400719
,,,,1.68888099869946
,,,,1.62748099683085
,,,,1.61949799803551
,,,,1.74627299566055
,,,,1.70179500128143
,,,,1.7357019969495
,,,,1.65353500051424
,,,,1.67173599766102
,,,,1.64046399731888
,,,,1.70165799499955
,,,,1.76174499938497
,,,,1.78067699744133
,,,,1.76657599513419
,,,,1.80827100120951
,,,,1.6707869945094
,,,,1.65066100453259
,,,,1.84879600419663
,,,,1.69569299760042
,,,,1.69408600049792
,,,,1.67027700081235
,,,,1.68678600311978
,,,,1.63718499970855
,,,,1.86511599895312
,,,,1.75264999415958
,,,,1.69297100364929
,,,,1.69087999529438
,,,,1.69783399906009
,,,,1.78468100057216
,,,,1.83764699613675
,,,,1.73151700437302
,,,,1.70133500068914
,,,,1.66081800125539
,,,,1.74817600054666
,,,,2.1659659978468
,,,,1.84562300273683
,,,,1.7464709962951
,,,,1.73689400253352
,,,,1.71009799669264
,,,,1.66637999791419
,,,,1.79270700027701
,,,,1.80372199974954
,,,,1.6528090054635
,,,,1.72913999995217
,,,,1.73490899760509
,,,,1.70360999618424
,,,,1.76710700179683
,,,,1.62537200230872
,,,,1.72017799923196
,,,,1.64579800184583
,,,,1.74913200316951
,,,,1.66924800578272
,,,,1.65909100178396
,,,,1.68351399770472
,,,,1.70121800329071
,,,,1.68047699844465
,,,,1.70772799901897
,,,,1.69962899963139
,,,,1.76316500437679
,,,,1.64155699894764
,,,,1.7355750023853
,,,,1.67392000003019
,,,,1.59417900431436
,,,,1.63005500508007
,,,,1.60854199930327
,,,,1.63849999808008
,,,,1.68384899734519
,,,,1.60793100076262
,,,,1.66519999766024
,,,,1.65680300415261
,,,,1.6306129982695
,,,,1.77507899934426
,,,,1.75116100581363
,,,,1.63205900025787
,,,,1.6372570025851
,,,,1.71733900060644
,,,,1.7289159950451
,,,,1.77564300247468
,,,,1.78119299380342
,,,,1.72096499591135
,,,,1.62464099412318
,,,,1.62851799541386
,,,,1.70683699980145
,,,,1.70031699963147
,,,,1.69508600083645
,,,,1.73410400020657
,,,,1.7357040051138
,,,,1.66761899890844
,,,,1.66942700161599
,,,,1.70202399749542
,,,,1.8897449990618
,,,,1.67553400387988
,,,,2.2297149989754
,,,,2.09905299561797
,,,,2.18365700129652
,,,,2.16340600309195
,,,,1.70170900673838
,,,,1.61172200023429
,,,,2.16023499524454
,,,,1.70452200109139
,,,,1.82581800618209
,,,,1.65907100017648
,,,,2.06446499942103
,,,,1.72560799546773
,,,,1.65962800383568
,,,,1.71356899954844
,,,,1.72325799940154
,,,,1.6121610024129
,,,,1.62246399850119
,,,,1.63800900190836
,,,,1.60698399849935
,,,,1.68914299865719
,,,,1.69533200096339
,,,,1.5939690056257
,,,,1.6820849996293
,,,,1.67198599956464
,,,,2.27143699885346
,,,,1.68795000354294
,,,,1.7202089948114
,,,,1.6582410025876
,,,,1.67064400011441
,,,,1.72048800595803
,,,,1.74188599339686
,,,,1.72977500187699
,,,,1.66191999596776
,,,,1.63419700402301
,,,,1.65387900051428
,,,,1.64977800159249
,,,,1.72495799779426
,,,,1.78113700530957
,,,,1.62441899738042
,,,,1.62129900127184
,,,,2.68734300334472
,,,,1.68354500056012
,,,,1.74188399978448
,,,,1.74294500175165
,,,,1.64566499734065
,,,,1.61727399972733
,,,,1.65712200396229
,,,,1.62139999883948
,,,,1.72910700348439
,,,,2.21200800297083
,,,,1.68457999825478
,,,,1.70287500077393
,,,,2.96645300113596
,,,,1.65088699577609
,,,,1.79496000055224
,,,,2.11508999927901
,,,,1.66503500076942
,,,,2.10430100560188
,,,,1.77262099896325
,,,,1.7710860047373
,,,,1.68492200464243
,,,,1.62139100575587
,,,,2.11672899604309
,,,,1.74177400185727
,,,,1.76462099625496
,,,,2.1791960025439
,,,,1.66877500305418
,,,,1.63398000586312
,,,,1.64144999871496
,,,,1.7301560001215
,,,,1.70215999969514
,,,,1.6981750013656
,,,,1.67538900132058
,,,,1.63087999681011
,,,,1.62576699949568
,,,,2.21953500295058
,,,,1.6497469987371
,,,,1.7783959992812
,,,,1.74929800414247
,,,,1.65076700068312
,,,,1.71993600088172
,,,,1.7021709936671
,,,,1.68729999859352
,,,,2.2862920013722
,,,,1.66074299340835
,,,,2.02978499874007
,,,,1.67728099768283
,,,,1.63194599736016
,,,,1.75929900433403
,,,,1.67460600641789
,,,,1.64320799376583
,,,,2.01900299725821
,,,,3.08044299890753
,,,,1.79830200067954
,,,,1.69962699874304
,,,,1.79858799674548
,,,,1.90016999840736
,,,,1.67803299700608
,,,,1.6245529986918
,,,,1.81458299630322
,,,,1.62164499488426
,,,,1.62307600112399
,,,,1.6176249991986
,,,,1.68648799444782
,,,,1.64623200544156
,,,,1.90921199828153
,,,,1.68815899814945
,,,,1.66168499708874
,,,,1.65514399850508
,,,,1.67516800138401
,,,,1.7081900004996
,,,,1.85851800051751
,,,,1.69143599487143
,,,,2.15919100446627
,,,,1.76214400562458
,,,,2.80796500010183
,,,,1.80610499955947
,,,,1.88674100354547
,,,,1.69345599715598
,,,,1.70638999406947
,,,,1.7530040058773
,,,,2.28403600340243
,,,,1.89313600276364
,,,,2.12347300112015
,,,,1.73103000270203
,,,,1.6780869991635
,,,,1.66464199719485
,,,,1.75767899781931
,,,,1.87768499745289
,,,,1.72281900449889
,,,,1.71284200041555
,,,,1.78442399919732
,,,,1.82668899651617
,,,,1.92013299965765
,,,,1.68749399745138
,,,,1.74283800151898
,,,,1.68535000557313
,,,,1.66973000159487
,,,,1.74010200134944
,,,,1.85864900413435
,,,,1.64764299552189
,,,,1.68642299831845
,,,,1.66166499548126
,,,,1.67872900055954
,,,,1.6559919968131
,,,,1.74248199618887
,,,,1.72876699798508
,,,,2.66328900033841
,,,,1.68590800603852
,,,,1.79153699718881
,,,,1.74194199644262
,,,,1.8044030002784
,,,,1.62185700173723
,,,,1.59240700304508
,,,,1.64236199634615
,,,,1.66103700030362
,,,,1.67408600100316
,,,,1.787813998817
,,,,1.65062399901217
,,,,1.62280299991835
,,,,1.62438100232976
,,,,1.60241599951405
,,,,1.64257400319912
,,,,1.77603899646783
,,,,1.62312999600545
,,,,1.63145500118844
,,,,1.66793600510573
,,,,1.66709199402249
,,,,1.77622400224209
,,,,1.87068399827695
,,,,2.24202100071125
,,,,1.72815599944443
,,,,1.73590100166621
,,,,1.68634200235829
,,,,1.81051700201351
,,,,1.81140299537219
,,,,1.65315900085261
,,,,1.66375499975402
,,,,1.67348499962827
,,,,1.71226500242483
,,,,1.89534800301772
,,,,1.69464800274
,,,,1.68250899878331
,,,,1.69262400595471
,,,,1.70310399698792
,,,,1.87016699783271
,,,,1.78003100154456
,,,,1.82486599805998
,,,,1.6875040018931
,,,,1.72685000143247
,,,,1.72276100056479
,,,,1.74331499874825
,,,,1.89928799954942
,,,,1.71223399956943
,,,,1.69590600125957
,,,,1.70402299409034
,,,,1.63379400328267
,,,,1.65441400167765
,,,,1.76118899980793
,,,,1.65657199977431
,,,,1.64614499954041
,,,,1.60389999655308
,,,,1.60264100122731
,,,,1.66535199969076
,,,,1.88878599874442
,,,,1.7308509995928
,,,,1.67537500237813
,,,,1.67642699670978
,,,,1.73946299764793
,,,,1.70773299760185
,,,,1.90797800314613
,,,,1.70853500458179
,,,,1.67498800146859
,,,,1.67433400201844
,,,,1.64054999913787
,,,,1.65204099903349
