Time,CPU_usec_used,Memory_Bytes,Energy_uJ,inference_time_ms
1751210278,6407,1773568,68512889181,6.96002099721227
1751210279,593034,165871616,68527252670,2.91574699804187
1751210280,1246687,286576640,68543430363,2.92250799975591
1751210281,1881320,407404544,68559392846,2.77044099493651
1751210282,2334694,518488064,68571084894,2.86747900099726
1751210283,2725257,590237696,68580846832,2.96110199997202
1751210284,3656768,832110592,68600089764,2.96733899449464
1751210285,4664387,1001426944,68619562736,2.93833700561663
1751210286,5672247,1073635328,68639433352,3.02503700368106
1751210287,6470174,1071759360,68657953019,2.98361900058808
1751210288,7368883,1068044288,68677064176,3.11232799867867
1751210289,8375998,1069350912,68696866738,3.13841900060652
1751210290,9384218,1069613056,68716267201,2.9845950048184
1751210291,10392277,1070366720,68735259217,3.04646899894578
1751210292,11401094,1071611904,68754586011,2.97145499644103
1751210293,12409230,1072136192,68773389857,3.06562500190921
1751210294,13417755,1073700864,68792214882,3.09325299895136
1751210295,14425632,1073573888,68810829825,2.93117799446918
1751210296,15434719,1073672192,68829406498,3.02326000382891
1751210297,16443113,1073610752,68848158587,2.96015699859709
1751210298,17451479,1073512448,68866702607,2.96426500426605
1751210299,18460019,1073733632,68885279585,2.96001500100829
1751210300,19468563,1073614848,68903286863,2.9995449949638
1751210301,20476281,1073647616,68921509107,2.93894200149225
1751210302,21485098,1073569792,68939982570,2.91046000347706
1751210303,22493620,1073643520,68958065105,3.02619500143919
1751210304,22982228,485167104,68969587475,2.80674300302053
1751210305,23145282,334155776,68974681883,2.89412699930836
1751210306,23735425,386715648,68984206639,3.39762100338703
,,,,2.95093000022462
,,,,2.91711099998793
,,,,2.90040700201644
,,,,3.0343289981829
,,,,2.90643100015586
,,,,2.93651799438521
,,,,2.98475100134965
,,,,3.00467999477405
,,,,2.96176799747627
,,,,2.92967700079316
,,,,3.04839000455104
,,,,2.87254199793097
,,,,2.94890499935718
,,,,2.94520200259285
,,,,3.09325799753424
,,,,2.99485000141431
,,,,3.00577800226165
,,,,3.11761800548993
,,,,2.98866299999645
,,,,2.96726400119951
,,,,3.06054500106256
,,,,2.92366799840238
,,,,2.94295699859504
,,,,3.15550200321013
,,,,3.01924299856182
,,,,2.93269700341625
,,,,2.90925399895059
,,,,2.98198200471234
,,,,2.95348100189585
,,,,2.90955500531709
,,,,2.82601900107693
,,,,2.96326100215083
,,,,2.94256699999096
,,,,3.40059799782466
,,,,3.05638500140049
,,,,2.86747300560819
,,,,2.92161099787336
