Time,CPU_usec_used,Memory_Bytes,Energy_uJ,inference_time_sec
1751241249,9541,3330048,252607989552,0.6999351978302
1751241250,330304,69984256,252614823824,0.688706398010254
1751241251,630348,132833280,252621743789,0.6116623878479
1751241252,930871,159047680,252628729123,0.695184469223022
1751241253,1230627,193748992,252635681009,0.699136972427368
1751241254,1530759,221126656,252642791709,0.687646389007568
1751241255,1844804,255881216,252649469487,0.615013837814331
1751241256,2153849,279932928,252655991931,0.693285703659058
1751241257,2460187,314208256,252662659700,0.692384958267212
1751241258,2760712,316006400,252668744035,0.615820646286011
1751241259,3060879,321048576,252675037293,0.611829519271851
1751241260,3360259,322723840,252681095139,0.610558032989502
1751241261,3670797,324071424,252687217987,0.619398355484009
1751241262,3981308,324644864,252693291885,0.692739725112915
1751241263,4289350,325877760,252699629149,0.603376626968384
1751241264,4590289,327720960,252705705488,0.687023162841797
1751241265,4890701,328806400,252711969510,0.608461141586304
1751241266,5190297,329302016,252718202832,0.694463729858398
1751241267,5490291,330670080,252724605464,0.697271823883057
1751241268,5799096,331497472,252731006754,0.602341175079346
1751241269,6114240,332808192,252737356164,0.607750177383423
1751241270,6420102,334757888,252744819158,0.678618907928467
1751241271,6720673,339255296,252752146776,0.603606700897217
1751241272,7020861,340258816,252758997710,0.605492353439331
1751241273,7334319,342204416,252765157484,0.692666053771973
1751241274,7643161,343908352,252772692133,0.607424974441528
1751241275,7950564,347234304,252778854715,0.685141563415527
1751241276,8250182,348475392,252784252345,0.615501403808594
1751241277,8550585,350986240,252789832775,0.623846769332886
1751241278,8850205,352256000,252795942318,0.784932613372803
1751241279,9150381,354791424,252801872417,0.705818176269531
1751241280,9461445,356065280,252808556238,0.691834926605225
1751241281,9771388,358555648,252816328923,0.688026666641235
1751241282,10079539,358825984,252824094834,0.610705614089966
1751241283,10380133,361762816,252831529263,0.688596725463867
1751241284,10680745,364392448,252839646124,0.618646621704102
1751241285,10980884,364449792,252846304432,0.604104280471802
1751241286,11280591,366608384,252853320406,0.611290693283081
1751241287,11580089,367673344,252860404860,0.602996110916138
1751241288,11892720,370769920,252866697874,0.604568243026733
1751241289,12202998,372314112,252873111249,0.602034330368042
1751241290,12510624,374534144,252880233118,0.688858985900879
1751241291,12810763,376057856,252887005683,0.618750095367432
1751241292,13110796,377266176,252894321277,0.681420087814331
1751241293,13410294,379768832,252901928863,0.609560251235962
1751241294,13710873,381005824,252909472911,0.601006984710693
1751241295,14011597,383541248,252917195975,0.684171915054321
1751241296,14325980,384417792,252924224826,0.606763124465942
1751241297,14636366,385638400,252930586565,0.694950103759766
1751241298,14940605,388288512,252936593691,0.692307710647583
1751241299,15240834,389398528,252942613085,0.609933614730835
1751241300,15540385,390864896,252948486300,0.692773818969727
1751241301,15840958,392069120,252954867021,0.69194221496582
1751241302,16140940,393588736,252960869691,0.611979246139526
1751241303,16442899,395870208,252967253342,0.679647922515869
1751241304,16753523,378150912,252973854155,0.518309354782105
1751241305,17070333,378163200,252980324536,0.675699472427368
1751241306,17370991,379723776,252986354672,0.611208438873291
1751241308,17670634,381571072,252992455670,0.602827072143555
1751241309,17970763,384208896,252999673486,0.598743677139282
1751241310,18270670,385327104,253005886116,0.684208869934082
1751241311,18595271,388050944,253012543448,0.612118005752564
1751241312,18900092,389357568,253018859289,0.701482772827148
1751241313,19200820,390721536,253024812154,0.695008277893066
1751241314,19500945,391979008,253030552862,0.699560403823853
1751241315,19800703,394555392,253037610278,0.697829484939575
1751241316,20107030,396054528,253044853241,0.690188407897949
1751241317,20418950,397180928,253051091079,0.610314846038818
1751241318,20727936,398630912,253057700925,0.626712083816528
1751241319,21030254,398675968,253063869855,0.695345401763916
1751241320,21330528,400166912,253069527006,0.689573764801025
1751241321,21630435,401367040,253075456495,0.607717752456665
1751241322,21930155,402780160,253081319517,0.680477142333984
1751241323,22232405,404111360,253087515912,0.697244644165039
1751241324,22543809,404496384,253094721399,0.614749908447266
1751241325,22853524,404746240,253101344307,0.702396154403687
1751241326,23160069,404529152,253107404045,0.689625263214111
1751241327,23460700,404549632,253113353493,0.693606615066528
1751241328,23760749,404590592,253119315758,0.600905895233154
1751241329,24060646,404619264,253124909554,0.688110113143921
1751241330,24360749,404934656,253131229606,0.609488487243652
1751241331,24669681,404701184,253137452796,0.684732913970947
1751241332,24978367,405340160,253143227806,0.609540700912476
1751241333,25287070,405348352,253149414985,0.690937042236328
1751241334,25590718,405409792,253155357230,0.704730272293091
1751241335,25890553,406007808,253162132298,0.699278593063355
1751241336,26190238,406294528,253169448747,0.702200889587402
1751241337,26490290,406097920,253175423341,0.599617481231689
1751241338,26790033,406990848,253181305772,0.603599309921265
1751241339,27100187,406986752,253187720551,0.675901889801025
1751241340,27409127,407044096,253195176220,0.610449552536011
1751241341,27719293,406851584,253201879511,0.688420295715332
1751241342,28020781,406904832,253209317236,0.607975244522095
1751241343,28320402,407142400,253216155964,0.68941330909729
1751241344,28620122,406974464,253222551577,0.701848268508911
1751241345,28920517,407019520,253229359360,0.689401626586914
1751241346,29226629,407605248,253236523465,0.61807107925415
1751241347,29536829,408215552,253243947946,0.619139432907105
1751241348,29846505,409391104,253251482106,0.70034646987915
1751241349,30150702,409411584,253257942173,0.997278690338135
1751241350,30450639,409464832,253264056720,0.693356513977051
1751241351,30750169,410050560,253270722902,0.694549322128296
1751241352,31050767,365711360,253277129318,0.697124481201172
1751241353,31350327,365993984,253283059906,0.614535808563232
1751241354,31665386,369704960,253289217849,0.70128607749939
1751241355,31975307,371482624,253295432311,0.694238185882568
1751241356,32280927,374128640,253301492476,0.697829484939575
1751241357,32580682,375300096,253307694365,0.619896173477173
1751241358,32880084,375582720,253313617872,0.780609130859375
1751241359,33180598,376537088,253319642759,0.614634037017822
1751241360,33480106,378896384,253325758649,0.689265012741089
1751241361,33793945,378957824,253331876920,0.69112491607666
1751241362,34103529,380116992,253337979565,0.70245885848999
1751241363,34410847,383012864,253344037350,0.701024532318115
1751241364,34710365,383148032,253350691691,0.695234537124634
1751241365,35010804,385372160,253357090417,0.703316926956177
1751241366,35310030,387842048,253363153146,0.60684061050415
1751241367,35610712,388915200,253369083673,0.69364857673645
1751241368,35910941,388964352,253374737589,0.604991674423218
1751241369,36223932,392413184,253380752344,0.696868419647217
1751241370,36533091,392462336,253387336251,0.692415475845337
1751241371,36840521,393973760,253393601066,0.699033498764038
1751241372,37140238,396382208,253399630897,0.686689376831055
1751241373,37440794,398802944,253405798362,0.613440752029419
1751241374,37746827,401686528,253412716679,0.681936979293823
1751241375,38057191,402681856,253420029587,0.613172054290772
1751241376,38370319,405106688,253427052152,0.694371223449707
1751241377,38670633,406405120,253433276990,0.594968795776367
1751241379,38970187,406421504,253439293759,0.598159313201904
1751241380,39270728,408727552,253445352582,0.609183788299561
1751241381,39578487,411189248,253451330716,0.68191385269165
1751241382,39888059,412647424,253458279672,0.608775854110718
1751241383,40197492,415199232,253464627618,0.602808237075806
1751241384,40500737,415576064,253470597329,0.681483507156372
1751241385,40800752,417538048,253477408286,0.609517812728882
1751241386,41100987,419790848,253484310978,0.684384107589722
1751241387,41400564,422211584,253490342701,0.600765705108643
1751241388,41705942,423768064,253497310884,0.606963157653809
1751241389,42018449,426041344,253504165175,0.688369750976563
1751241390,42328741,427581440,253510350157,0.617228031158447
1751241391,42630369,428195840,253516561628,0.684952974319458
1751241392,42930866,431316992,253523611231,0.601526260375977
1751241393,43230580,432533504,253530097970,0.698231935501099
1751241394,43530201,433557504,253536271599,0.61037802696228
1751241395,43830367,434626560,253542182290,0.618742227554321
1751241396,44141260,437256192,253547908777,0.697409868240356
1751241397,44452030,438439936,253553869455,0.694409608840942
1751241398,44760173,440942592,253559840265,0.700281381607056
1751241399,45060103,442216448,253565989297,0.692253589630127
1751241400,45360036,395493376,253571922997,0.698099136352539
1751241401,45660022,413622272,253579208684,0.695303201675415
1751241402,45960475,413962240,253585055654,0.706672191619873
1751241403,46265194,416436224,253591298802,0.689335823059082
1751241404,46576543,417845248,253597349019,0.615020036697388
1751241405,46884905,420663296,253603135930,0.620694637298584
1751241406,47190634,421928960,253608927175,0.694525480270386
1751241407,47490569,424427520,253615150792,0.699215650558472
1751241408,47790320,424628224,253621481037,0.700946092605591
1751241409,48090825,426651648,253627449405,0.695674657821655
1751241410,48390234,428523520,253633318592,0.688765525817871
1751241411,48705435,429309952,253639413669,0.609856367111206
1751241412,49014883,430866432,253645431903,0.67800235748291
1751241413,49320508,433156096,253651991701,0.608005523681641
1751241414,49620891,434638848,253658164964,0.608402252197266
1751241415,49920334,438624256,253664208222,0.639447450637817
1751241416,50220066,440037376,253670165605,0.676125049591064
1751241417,50520101,442433536,253676075990,0.784637451171875
1751241418,50830535,443781120,253682047105,0.699413776397705
1751241419,51141221,446619648,253688583465,0.61569094657898
1751241420,51449748,447000576,253694650771,0.691073179244995
1751241421,51750433,447016960,253700620727,0.684182643890381
1751241422,52050600,448532480,253706690352,0.610800981521606
1751241423,52350206,451440640,253712621856,0.687031030654907
1751241424,52650803,452702208,253718032914,0.699509143829346
1751241425,52959359,454168576,253725026731,0.612916707992554
1751241426,53268798,455331840,253732541422,0.696389198303223
1751241427,53578393,455139328,253739216575,0.60577917098999
1751241428,53880468,455442432,253745381293,0.611922264099121
1751241429,54180912,455208960,253751714468,0.61087965965271
1751241430,54480388,455270400,253757642309,0.687157154083252
1751241431,54780149,455299072,253763858541,0.609601259231567
1751241432,55080850,455348224,253769540167,0.690201759338379
1751241433,55387883,455372800,253775741201,0.688853979110718
1751241434,55697470,455487488,253782023839,0.707063436508179
1751241435,56007054,455491584,253788450519,0.688827991485596
1751241436,56310736,455573504,253795604065,0.614585876464844
1751241437,56610621,455708672,253802864423,0.681807994842529
1751241438,56910380,455688192,253809842127,0.603014707565308
1751241439,57210909,455819264,253815879343,0.698626518249512
1751241440,57510704,455798784,253821789301,0.61253809928894
1751241441,57818481,455835648,253828063028,0.622181177139282
1751241442,58129189,455909376,253833956384,0.617042779922485
1751241443,58438320,455954432,253839984079,0.689325571060181
1751241444,58740763,456241152,253846115350,0.609410524368286
1751241445,59040465,456069120,253852360695,0.68845796585083
1751241446,59340782,456699904,253858415855,0.696414470672607
1751241447,59640799,457306112,253864066292,0.607955932617188
1751241448,59940310,360382464,253870976675,0.605444431304932
1751241449,60250840,372633600,253877880771,0.695183753967285
1751241450,60561444,374300672,253884499773,0.779288768768311
1751241451,60870097,374730752,253891290039,0.616827249526978
1751241452,61170598,375857152,253897891401,0.599931716918945
1751241453,61470579,377036800,253904938197,0.610782861709595
1751241455,61770114,378257408,253911183237,0.610067844390869
1751241456,62070215,378863616,253917112360,0.689347982406616
1751241457,62372379,380653568,253923426675,0.60356879234314
1751241458,62684683,381259776,253929509789,0.694785594940186
1751241459,62994168,382476288,253935751290,0.703457832336426
1751241460,63300810,383168512,253942402945,0.781945705413818
1751241461,63600200,383725568,253948911351,0.696672916412354
1751241462,63900275,385290240,253955392780,0.698877573013306
1751241463,64200435,386424832,253961220768,0.611120462417603
1751241464,64500317,387608576,253966635854,0.688680171966553
1751241465,64807311,388804608,253972602697,0.61444878578186
1751241466,65119524,389976064,253979173420,0.771328210830689
1751241467,65428201,392523776,253985754763,0.609209060668945
1751241468,65730577,393691136,253992004808,0.689653396606445
1751241469,66030948,396271616,253998050752,0.693901062011719
1751241470,66330302,397459456,254003497149,0.612181425094605
1751241471,66630671,400756736,254009690431,0.687385082244873
1751241472,66930502,402628608,254016622848,0.704422235488892
1751241473,67243043,406142976,254024331568,0.704419612884522
1751241474,67551560,407986176,254031896368,0.779646635055542
1751241475,67860657,407941120,254038205373,0.69935154914856
1751241476,68160224,409772032,254043872900,0.611492872238159
1751241477,68460421,411525120,254049633505,0.688377857208252
1751241478,68760747,411549696,254055413825,0.692418336868286
1751241479,69060369,413327360,254061220329,0.615375757217407
1751241480,69364492,415838208,254067078468,0.696974992752075
1751241481,69674343,415883264,254073270652,0.694344997406006
1751241482,69982787,415965184,254079588690,0.69119930267334
1751241483,70290534,418312192,254086450061,0.692250967025757
1751241484,70590845,420626432,254093664398,0.615211009979248
1751241485,70890785,422965248,254100516065,0.682133913040161
1751241486,71190330,422989824,254107324886,0.613797664642334
1751241487,71490921,424464384,254113588053,0.684975862503052
1751241488,71790624,426496000,254120709434,0.612581014633179
1751241489,72100842,429412352,254127968693,0.695027589797974
1751241490,72410300,429514752,254134002735,0.700534582138062
1751241491,72719383,432447488,254139815953,0.696889162063599
1751241492,73020386,432472064,254146052936,0.699026107788086
1751241493,73320228,435965952,254152614931,0.694788217544556
1751241494,73620584,436363264,254158973924,0.691643238067627
1751241495,73920297,438636544,254165314850,0.612258911132813
1751241496,74221191,440954880,254171555679,0.620481729507446
1751241497,74533020,413237248,254178935420,0.694108009338379
1751241498,74842617,418799616,254186551673,0.694425821304321
1751241499,75150329,419856384,254193131490,0.697760343551636
1751241500,75450313,422330368,254199297917,0.693212509155273
1751241501,75750467,423383040,254205446400,0.615303039550781
1751241502,76050408,423665664,254211674472,1.02196931838989
1751241503,76350260,424792064,254217939593,0.691295146942139
1751241504,76650049,427298816,254224350587,0.60223650932312
1751241505,76960055,427651072,254230712937,0.687458753585815
1751241506,77268491,430276608,254236693573,0.69648814201355
1751241507,77577755,431230976,254242545121,0.613235473632813
1751241508,77880290,432779264,254249016235,0.695782423019409
1751241509,78180715,433766400,254255423323,0.687494993209839
1751241510,78480666,436109312,254261620939,0.612785339355469
1751241511,78780280,437379072,254267653272,0.692154407501221
1751241512,79080076,438611968,254273850461,0.69171667098999
1751241513,79388865,441671680,254281255410,0.700463056564331
1751241514,79697512,445575168,254287938925,0.699573278427124
1751241515,80006213,446873600,254294446294,0.610251426696777
1751241516,80310387,449212416,254300973133,0.688799142837524
1751241517,80610204,450740224,254307238498,0.682895660400391
1751241518,80910815,451858432,254313148395,0.615457773208618
1751241519,81210883,452005888,254319020877,0.683494567871094
1751241520,81511845,454696960,254325028125,0.614957809448242
1751241521,81822364,455262208,254331753022,0.691402912139893
1751241522,82133065,458059776,254338254593,0.612240791320801
1751241523,82440463,460267520,254345326169,0.618958950042725
1751241524,82740682,463073280,254352140543,0.692184209823608
1751241525,83040196,464130048,254358437280,0.706163883209229
1751241526,83340056,464941056,254364352182,0.696442604064941
1751241527,83640538,466202624,254371096427,0.689269065856934
1751241528,83941483,468754432,254378132542,0.696244239807129
1751241529,84253033,469004288,254383585775,0.707683324813843
1751241530,84563628,470499328,254390017338,0.69860053062439
1751241531,84870055,471162880,254396139149,0.690955638885498
1751241532,85170799,471187456,254402379978,0.700751066207886
1751241533,85470147,471261184,254408112873,0.686053037643433
1751241535,85770804,471580672,254414593325,0.62015962600708
1751241536,86070204,471650304,254421525742,0.702217578887939
1751241537,86381584,471740416,254427786529,0.618537425994873
1751241538,86687921,471990272,254434555860,0.687785387039185
1751241539,87000381,471818240,254442136163,0.602919578552246
1751241540,87300729,471891968,254448693153,0.692421674728394
1751241541,87600475,471982080,254454325462,0.606553554534912
1751241542,87900355,472240128,254460548164,0.6041100025177
1751241543,88200921,472047616,254466521537,0.686060190200806
1751241544,88511395,472387584,254479008749,0.696232318878174
1751241545,88820935,472166400,254486185183,0.697909116744995
1751241546,89129507,371208192,254493331405,0.604963064193726
1751241547,89430141,371953664,254499750822,0.693338871002197
1751241548,89730827,373182464,254505639418,0.704814434051514
1751241549,90030124,373792768,254511494872,0.695968866348267
1751241550,90330984,375013376,254517610762,0.609159708023071
1751241551,90630487,375758848,254523377471,0.616835832595825
1751241552,90940795,377200640,254529382216,0.691889762878418
1751241553,91251207,377593856,254535477598,0.701644897460938
1751241554,91560242,378818560,254541860578,0.609252691268921
1751241555,91860752,379559936,254547680204,0.617571830749512
1751241556,92160578,380915712,254553530103,0.686586618423462
1751241557,92460210,381669376,254559479734,0.609277248382568
1751241558,92760664,382885888,254565566267,0.695662975311279
1751241559,93064861,383500288,254571430570,0.694889068603516
1751241560,93378453,385298432,254577466199,0.701226711273193
1751241561,93687095,385908736,254583561704,0.706068277359009
1751241562,93990082,387137536,254589293440,0.695184946060181
1751241563,94290943,388132864,254595233244,0.686501979827881
1751241564,94590492,389521408,254602492197,0.69064474105835
1751241565,94890192,390103040,254609250420,0.610257625579834
1751241566,95190119,391331840,254616085302,0.691387176513672
1751241567,95503372,392105984,254622112386,0.690813302993774
1751241568,95812136,393424896,254628379582,0.620565176010132
1751241569,96120770,393916416,254634566883,0.695702075958252
1751241570,96420673,395227136,254640400975,0.698473930358887
1751241571,96720526,395837440,254646386433,0.681845426559448
1751241572,97020950,397217792,254652452458,0.614182472229004
1751241573,97320296,397803520,254658505604,0.679768562316895
1751241574,97629590,399024128,254664830112,0.606281757354736
1751241575,97939443,399630336,254670807086,0.599028587341309
1751241576,98248978,401231872,254677038576,0.610484123229981
1751241577,98550022,401604608,254683151537,0.687810182571411
1751241578,98850884,402214912,254688896517,0.70682692527771
1751241579,99150053,403578880,254694695819,0.698716402053833
1751241580,99450908,403607552,254700502811,0.786579132080078
1751241581,99750077,405135360,254706735217,0.687879323959351
1751241582,100063753,406327296,254713244599,0.70905327796936
1751241583,100373182,408698880,254719471573,0.6942298412323
1751241584,100680952,410034176,254725900695,0.700366258621216
1751241585,100980695,412606464,254731882064,0.705455780029297
1751241586,101280220,413585408,254738972927,0.689338684082031
1751241587,101580782,416059392,254746557869,0.693761587142944
1751241588,101880931,417624064,254753929249,0.611739635467529
1751241589,102198173,419729408,254760282748,0.696376323699951
1751241590,102507916,422301696,254766731279,0.688115358352661
1751241591,102810574,423841792,254772887025,0.60881233215332
1751241592,103110478,424411136,254778764817,0.689611196517944
1751241593,103410491,412573696,254784741792,0.610392570495606
1751241594,103710817,416481280,254790860429,0.685808897018433
1751241595,104010541,418217984,254797735472,0.612180709838867
1751241596,104325116,420065280,254805149638,0.694529533386231
1751241597,104633511,421781504,254812522116,0.598879098892212
1751241598,104940910,423604224,254818627447,0.68767523765564
1751241599,105240972,423600128,254824638907,0.695217132568359
1751241600,105540270,424775680,254830593420,0.708550214767456
1751241601,105840611,427720704,254836671713,0.69986891746521
1751241602,106140464,427950080,254842497320,0.695126295089722
1751241603,106451365,429731840,254848844594,0.688334941864014
1751241604,106760975,432939008,254855003148,0.608049392700195
1751241605,107070434,433000448,254861228473,0.607308626174927
1751241606,107370506,433020928,254867205021,0.688105821609497
1751241607,107670790,436539392,254873229297,0.685243368148804
1751241609,107970378,436568064,254879233432,0.716274261474609
1751241610,108270398,440877056,254885516863,0.690541505813599
1751241611,108570168,440901632,254891742495,0.601629734039307
1751241612,108882456,442114048,254898024095,0.694723844528198
1751241613,109191932,442712064,254904125153,0.604239463806152
1751241614,109500637,445661184,254909996354,0.692025184631348
1751241615,109800100,445685760,254916915831,0.687772035598755
1751241616,110100743,446881792,254924231852,0.619544506072998
1751241617,110400625,447492096,254930590967,0.695868015289307
1751241618,110714279,449855488,254937510688,0.693350076675415
1751241619,111022898,451031040,254943961355,0.692622184753418
1751241620,111330378,453398528,254949959386,0.61076021194458
1751241621,111630136,454582272,254955847982,0.68258547782898
1751241622,111930368,454631424,254962217656,0.613266706466675
1751241623,112230680,456032256,254968462635,0.691811561584473
1751241624,112530678,459739136,254974541904,0.690802097320557
1751241625,112836751,461414400,254980781390,0.692250490188599
1751241626,113160714,462057472,254987723023,0.70763635635376
1751241627,113460600,464142336,254993751022,0.61054539680481
1751241628,113760549,466927616,254999687348,0.613587617874146
1751241629,114060953,468193280,255005915847,0.690182685852051
1751241630,114360109,469610496,255012849606,0.613736629486084
1751241631,114667399,470605824,255020107950,0.691550970077515
1751241632,114976713,473509888,255027944905,0.695212602615356
1751241633,115286203,476377088,255034373172,0.702639102935791
1751241634,115590680,477700096,255041476730,0.695552587509155
1751241635,115890320,479731712,255048882656,0.597290754318237
1751241636,116190905,480681984,255055880380,0.605218172073364
1751241637,116490346,483241984,255062245110,0.684698820114136
1751241638,116790791,484536320,255068263832,0.690421342849731
1751241639,117100122,487022592,255074388328,0.607064962387085
1751241640,117410641,488321024,255080032296,0.610251903533936
1751241641,117720299,488808448,255086200615,0.68708610534668
1751241642,118020521,412512256,255093269200,0.688024520874023
1751241643,118320555,367046656,255100456010,0.70398211479187
1751241644,118620925,367710208,255107095093,0.700805425643921
1751241645,118920031,368934912,255113275253,0.697255373001099
1751241646,119223428,369643520,255119442961,0.694020986557007
1751241647,119536653,371445760,255125581557,0.606892824172974
1751241648,119846196,372060160,255131787534,0.606652021408081
1751241649,120150355,373641216,255138023541,0.688406944274902
1751241650,120450587,374087680,255143817228,0.693088054656982
1751241651,120750999,375316480,255149836927,0.693167686462402
1751241652,121050463,376020992,255155632932,0.608697652816772
1751241653,121350339,376639488,255161989361,0.693761348724365
1751241654,121662072,377868288,255168308193,0.692265510559082
1751241655,121971897,378830848,255174696055,0.700987815856934
1751241656,122280715,379809792,255180663874,0.694717168807983
1751241657,122580099,380510208,255186361857,0.605809926986694
1751241658,122880251,381747200,255193163781,0.688655376434326
1751241659,123185252,382676992,255200210577,0.61274528503418
1751241660,123496963,383778816,255206585194,1.10051727294922
1751241661,123806786,384663552,255212743748,0.691551685333252
1751241662,124110264,385626112,255219003009,0.693588256835938
1751241663,124410629,386240512,255225004215,0.611206531524658
1751241664,124710446,387465216,255231298327,0.69803524017334
1751241665,125020813,388079616,255237699983,0.788259744644165
1751241666,125331189,389316608,255243978775,0.691235303878784
1751241667,125639694,389935104,255250297851,0.615962505340576
1751241668,125940687,391172096,255256203537,0.687095403671265
1751241669,126240319,391782400,255262102936,0.693404197692871
1751241670,126540701,393166848,255268371474,0.700159788131714
1751241671,126840038,393633792,255274353576,0.614601850509644
1751241672,127151148,394493952,255280305648,0.615694522857666
1751241673,127460790,395476992,255286380950,0.690188884735107
1751241674,127769669,396189696,255292631117,0.615929365158081
1751241675,128070150,397430784,255298886777,0.782155752182007
1751241676,128370459,398307328,255305256145,0.696508884429932
1751241678,128670119,399540224,255311283535,0.694135665893555
1751241679,128970480,399892480,255317803049,0.619426965713501
1751241680,129274413,401391616,255324934074,0.698445796966553
1751241681,129583144,401956864,255331874608,0.522331714630127
1751241682,129893807,403185664,255338514178,0.602258443832397
1751241683,130200315,403906560,255345574341,0.68886661529541
1751241684,130501000,405037056,255351636703,0.603965997695923
1751241685,130800119,405757952,255357158906,0.685057401657105
1751241686,131100437,406990848,255363183487,0.614829063415527
1751241687,131400889,407609344,255369167359,0.70004940032959
1751241688,131711415,408838144,255375442184,0.702225208282471
1751241689,132020977,409567232,255381763640,0.694114685058594
1751241690,132329945,410804224,255388977245,0.683754444122314
1751241691,132630947,411422720,255396296684,0.699695110321045
1751241692,132930648,411467776,255403450535,0.693203210830689
1751241693,133230052,412008448,255409378254,0.614490509033203
1751241694,133530576,413249536,255415506107,0.685869932174683
1751241695,133834780,414195712,255421550037,0.69154167175293
1751241696,134146160,414859264,255427665378,0.616864204406738
1751241697,134457049,415830016,255433837237,0.696372032165527
1751241698,134760014,416448512,255440115053,0.696890830993652
1751241699,135060759,417742848,255446195238,0.687462329864502
1751241700,135360433,418357248,255451843539,0.616106510162354
1751241701,135660127,419594240,255457895098,0.681806087493897
1751241702,135960726,420212736,255464105470,0.615748405456543
1751241703,136265702,421515264,255470594406,0.624175071716309
1751241704,136576272,422195200,255477093291,0.694195508956909
1751241705,136885187,423428096,255483313002,0.693526029586792
1751241706,137190340,424042496,255489071898,0.695206642150879
1751241707,137490074,424730624,255495214399,0.697729349136353
1751241708,137790744,425943040,255501389432,0.610552549362183
1751241709,138090985,428433408,255507769177,0.698844194412231
1751241710,138390884,429621248,255514878900,0.691930055618286
1751241711,138698772,432050176,255522048498,0.604207754135132
1751241712,139009410,433070080,255528628437,0.602940797805786
1751241713,139318320,435703808,255534935001,0.617995500564575
1751241714,139620922,436629504,255541162219,0.681952953338623
1751241715,139920538,439148544,255547400850,0.614888906478882
1751241716,140220438,440188928,255553331255,0.696775197982788
1751241717,140520279,442785792,255559631043,0.699673414230347
1751241718,140826719,444502016,255565884445,0.699344873428345
1751241719,141139464,446345216,255572097198,0.693732738494873
1751241720,141447842,446341120,255578335891,0.786381244659424
1751241721,141750247,448389120,255584551939,0.691157341003418
1751241722,142050721,449970176,255591826518,0.701894521713257
1751241723,142350796,451866624,255598715416,0.615351676940918
1751241724,142650348,451760128,255605201178,0.695910215377808
1751241725,142950014,455585792,255611211112,0.691250801086426
1751241726,143262596,455536640,255617676732,0.695182085037231
1751241727,143571811,459358208,255623706685,0.697194576263428
1751241728,143880291,461455360,255630385928,0.71199631690979
1751241729,144180128,463831040,255637511215,0.695377111434937
1751241730,144480003,463859712,255644137114,0.693368911743164
1751241731,144780833,465068032,255650343397,0.70140552520752
1751241732,145080589,465104896,255656359556,0.785794019699097
1751241733,145388424,467730432,255662234602,0.706570863723755
1751241734,145699145,469766144,255668199186,0.695797920227051
1751241735,146009170,470970368,255674872814,0.708298206329346
1751241736,146310924,473083904,255681300044,0.693212270736694
1751241737,146610442,474390528,255687186747,0.68623423576355
1751241738,146910202,476893184,255693321009,0.616793394088745
1751241739,147218596,477306880,255699566965,0.689111948013306
1751241740,147530343,452169728,255705858574,0.693989276885986
1751241741,147837826,457936896,255711905739,0.700161457061768
1751241742,148140284,460615680,255718591757,0.696381092071533
1751241743,148440720,461918208,255725457828,0.61303448677063
1751241744,148740319,464519168,255732790085,0.601638078689575
1751241745,149040047,466051072,255739896390,0.599592208862305
1751241746,149340746,468402176,255746089917,0.605644226074219
