time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721400165.1581032,1500m,199m,1000Mi,403Mi,large
1721400168.2317057,1500m,199m,1000Mi,403Mi,large
1721400171.293639,1500m,199m,1000Mi,403Mi,large
1721400174.3518815,1500m,199m,1000Mi,403Mi,large
1721400254.755727,1500m,0m,1000Mi,403Mi,large
1721400257.8160543,1500m,625m,1000Mi,559Mi,large
1721400260.8574317,1500m,625m,1000Mi,559Mi,large
1721400263.9016755,1500m,625m,1000Mi,559Mi,large
1721400266.9474661,1500m,920m,1000Mi,561Mi,large
1721400269.9992166,1500m,920m,1000Mi,561Mi,large
1721400273.043562,1500m,920m,1000Mi,561Mi,large
1721400276.0832403,1500m,920m,1000Mi,561Mi,large
1721400279.1222267,1500m,920m,1000Mi,561Mi,large
1721400282.170588,1500m,920m,1000Mi,561Mi,large
1721400285.2087586,1500m,920m,1000Mi,561Mi,large
1721400288.2541308,1500m,920m,1000Mi,561Mi,large
1721400291.2885947,1500m,920m,1000Mi,561Mi,large
1721400294.331028,1500m,920m,1000Mi,561Mi,large
1721400297.3822699,1500m,926m,1000Mi,561Mi,large
1721400300.4270563,1500m,926m,1000Mi,561Mi,large
1721400303.4615178,1500m,926m,1000Mi,561Mi,large
1721400306.5084026,1500m,926m,1000Mi,561Mi,large
1721400309.5488393,1500m,926m,1000Mi,561Mi,large
1721400312.6192114,1500m,926m,1000Mi,561Mi,large
1721400315.6599212,1500m,926m,1000Mi,561Mi,large
1721400318.7044532,1500m,926m,1000Mi,561Mi,large
1721400321.745322,1500m,926m,1000Mi,561Mi,large
1721400324.7953374,1500m,926m,1000Mi,561Mi,large
1721400327.8383834,1500m,916m,1000Mi,521Mi,large
1721400330.8914857,1500m,916m,1000Mi,521Mi,large
1721400333.9352593,1500m,916m,1000Mi,521Mi,large
1721400336.9750135,1500m,916m,1000Mi,521Mi,large
1721400340.0203464,1500m,916m,1000Mi,521Mi,large
1721400343.0665245,1500m,916m,1000Mi,521Mi,large
1721400346.1101568,1500m,916m,1000Mi,521Mi,large
1721400349.1554086,1500m,916m,1000Mi,521Mi,large
1721400352.1954463,1500m,916m,1000Mi,521Mi,large
1721400355.2461247,1500m,916m,1000Mi,521Mi,large
1721400358.2923055,1500m,924m,1000Mi,573Mi,large
1721400361.335866,1500m,924m,1000Mi,573Mi,large
1721400364.379117,1500m,924m,1000Mi,573Mi,large
1721400367.5483103,1500m,924m,1000Mi,573Mi,large
1721400370.5941615,1500m,924m,1000Mi,573Mi,large
1721400373.7837157,1500m,924m,1000Mi,573Mi,large
1721400376.8934457,1500m,924m,1000Mi,573Mi,large
1721400380.1413455,1500m,924m,1000Mi,573Mi,large
1721400383.2390883,1500m,924m,1000Mi,573Mi,large
1721400386.2828372,1500m,910m,1000Mi,559Mi,large
1721400389.3418827,1500m,910m,1000Mi,559Mi,large
1721400392.3890388,1500m,910m,1000Mi,559Mi,large
1721400395.428206,1500m,910m,1000Mi,559Mi,large
1721400398.468484,1500m,910m,1000Mi,559Mi,large
1721400401.5194511,1500m,910m,1000Mi,559Mi,large
1721400404.6112802,1500m,910m,1000Mi,559Mi,large
1721400407.658205,1500m,910m,1000Mi,559Mi,large
1721400410.708833,1500m,910m,1000Mi,559Mi,large
1721400413.7602613,1500m,910m,1000Mi,559Mi,large
1721400416.8050683,1500m,937m,1000Mi,559Mi,large
1721400419.8461854,1500m,937m,1000Mi,559Mi,large
1721400422.8891046,1500m,937m,1000Mi,559Mi,large
1721400425.9321747,1500m,937m,1000Mi,559Mi,large
1721400428.9756777,1500m,937m,1000Mi,559Mi,large
1721400432.0194628,1500m,937m,1000Mi,559Mi,large
1721400435.0599267,1500m,937m,1000Mi,559Mi,large
1721400438.1085274,1500m,937m,1000Mi,559Mi,large
1721400441.1469862,1500m,937m,1000Mi,559Mi,large
1721400444.1902862,1500m,937m,1000Mi,559Mi,large
1721400447.2360904,1500m,915m,1000Mi,559Mi,large
1721400450.2901025,1500m,915m,1000Mi,559Mi,large
1721400453.3339782,1500m,915m,1000Mi,559Mi,large
1721400456.374673,1500m,915m,1000Mi,559Mi,large
1721400459.421168,1500m,915m,1000Mi,559Mi,large
1721400462.4681094,1500m,915m,1000Mi,559Mi,large
1721400465.51011,1500m,915m,1000Mi,559Mi,large
1721400468.5581102,1500m,915m,1000Mi,559Mi,large
1721400471.596014,1500m,915m,1000Mi,559Mi,large
1721400474.7170439,1500m,915m,1000Mi,559Mi,large
1721400477.7571127,1500m,931m,1000Mi,559Mi,large
1721400480.7964714,1500m,931m,1000Mi,559Mi,large
1721400483.8391614,1500m,931m,1000Mi,559Mi,large
1721400486.887724,1500m,931m,1000Mi,559Mi,large
1721400489.9324183,1500m,931m,1000Mi,559Mi,large
1721400492.9716153,1500m,931m,1000Mi,559Mi,large
1721400496.0137153,1500m,931m,1000Mi,559Mi,large
1721400499.1085591,1500m,931m,1000Mi,559Mi,large
1721400502.14976,1500m,931m,1000Mi,559Mi,large
1721400505.1967437,1500m,931m,1000Mi,559Mi,large
1721400508.2349188,1500m,913m,1000Mi,559Mi,large
1721400511.53779,1500m,913m,1000Mi,559Mi,large
1721400514.5818844,1500m,913m,1000Mi,559Mi,large
1721400517.6410854,1500m,913m,1000Mi,559Mi,large
1721400520.6870065,1500m,913m,1000Mi,559Mi,large
1721400523.7748456,1500m,913m,1000Mi,559Mi,large
1721400526.8129325,1500m,913m,1000Mi,559Mi,large
1721400529.852683,1500m,913m,1000Mi,559Mi,large
1721400532.890757,1500m,913m,1000Mi,559Mi,large
1721400535.9405367,1500m,916m,1000Mi,518Mi,large
1721400539.0424929,1500m,916m,1000Mi,518Mi,large
1721400542.0860457,1500m,916m,1000Mi,518Mi,large
1721400545.1282926,1500m,916m,1000Mi,518Mi,large
1721400548.3245838,1500m,916m,1000Mi,518Mi,large
1721400551.366646,1500m,916m,1000Mi,518Mi,large
1721400554.4090443,1500m,916m,1000Mi,518Mi,large
1721400557.449712,1500m,916m,1000Mi,518Mi,large
1721400560.4994082,1500m,916m,1000Mi,518Mi,large
1721400563.5427227,1500m,916m,1000Mi,518Mi,large
1721400566.58326,1500m,922m,1000Mi,559Mi,large
1721400569.6261914,1500m,922m,1000Mi,559Mi,large
1721400572.6779952,1500m,922m,1000Mi,559Mi,large
1721400575.7146823,1500m,922m,1000Mi,559Mi,large
1721400578.758855,1500m,922m,1000Mi,559Mi,large
1721400581.8019955,1500m,922m,1000Mi,559Mi,large
1721400584.8484478,1500m,922m,1000Mi,559Mi,large
