time,cpu_request,cpu_usage,memory_request,memory_usage,model,model_acc,processing_delay(ms)
1721419882.90021,1500m,762m,1000Mi,339Mi,small,44.9,481.389045715332
1721419885.94434,1500m,762m,1000Mi,339Mi,small,44.9,510.593891143799
1721419888.98549,1500m,762m,1000Mi,339Mi,small,44.9,496.079444885254
1721419892.03535,1500m,762m,1000Mi,339Mi,small,44.9,475.253343582153
1721419895.08081,1500m,762m,1000Mi,339Mi,small,44.9,490.654468536377
1721419898.12157,1500m,762m,1000Mi,339Mi,small,44.9,482.897996902466
1721419901.3476,1500m,762m,1000Mi,339Mi,small,44.9,496.637105941772
1721419904.39046,1500m,763m,1000Mi,324Mi,small,44.9,587.386131286621
1721419907.43839,1500m,763m,1000Mi,324Mi,small,44.9,492.281675338745
1721419910.48193,1500m,763m,1000Mi,324Mi,small,44.9,485.721826553345
1721419913.52234,1500m,763m,1000Mi,324Mi,small,44.9,495.140075683594
1721419916.56959,1500m,763m,1000Mi,324Mi,small,44.9,496.360063552856
1721419919.6404,1500m,763m,1000Mi,324Mi,small,44.9,497.533082962036
1721419922.68571,1500m,763m,1000Mi,324Mi,small,44.9,473.163604736328
1721419925.72485,1500m,763m,1000Mi,324Mi,small,44.9,507.026195526123
1721419928.78553,1500m,763m,1000Mi,324Mi,small,44.9,496.71745300293
1721419931.84018,1500m,763m,1000Mi,324Mi,small,44.9,531.094074249268
1721419934.8931,1500m,740m,1000Mi,323Mi,small,44.9,494.326114654541
1721419937.93605,1500m,740m,1000Mi,323Mi,small,44.9,483.015298843384
1721419940.99031,1500m,740m,1000Mi,323Mi,small,44.9,506.449699401856
1721419944.03888,1500m,740m,1000Mi,323Mi,small,44.9,478.333473205566
1721419947.19397,1500m,740m,1000Mi,323Mi,small,44.9,482.747077941895
1721419950.2346,1500m,740m,1000Mi,323Mi,small,44.9,482.788562774658
1721419953.27865,1500m,740m,1000Mi,323Mi,small,44.9,502.786636352539
1721419956.32347,1500m,740m,1000Mi,323Mi,small,44.9,495.97692489624
1721419959.36796,1500m,740m,1000Mi,323Mi,small,44.9,495.397329330444
1721419962.40436,1500m,740m,1000Mi,323Mi,small,44.9,476.844549179077
1721419966.74469,1500m,720m,1000Mi,323Mi,small,44.9,537.64820098877
1721419969.77963,1500m,720m,1000Mi,323Mi,small,44.9,488.19637298584
1721419972.81315,1500m,720m,1000Mi,323Mi,small,44.9,492.225646972656
1721419975.90321,1500m,720m,1000Mi,323Mi,small,44.9,533.280611038208
1721419978.97847,1500m,720m,1000Mi,323Mi,small,44.9,482.475519180298
1721419982.089,1500m,720m,1000Mi,323Mi,small,44.9,481.209754943848
1721419985.13042,1500m,720m,1000Mi,323Mi,small,44.9,473.377227783203
1721419988.18173,1500m,720m,1000Mi,323Mi,small,44.9,483.139991760254
1721419991.48537,1500m,720m,1000Mi,323Mi,small,44.9,505.850076675415
1721419994.5266,1500m,712m,1000Mi,323Mi,small,44.9,496.102333068848
1721419997.68018,1500m,712m,1000Mi,323Mi,small,44.9,480.948686599731
1721420000.72421,1500m,712m,1000Mi,323Mi,small,44.9,475.2197265625
1721420003.7704,1500m,712m,1000Mi,323Mi,small,44.9,524.932146072388
1721420006.87666,1500m,712m,1000Mi,323Mi,small,44.9,497.382640838623
1721420009.91787,1500m,712m,1000Mi,323Mi,small,44.9,481.675386428833
1721420012.95739,1500m,712m,1000Mi,323Mi,small,44.9,484.855890274048
1721420016.00672,1500m,712m,1000Mi,323Mi,small,44.9,478.851556777954
1721420019.05196,1500m,712m,1000Mi,323Mi,small,44.9,496.443271636963
1721420022.10517,1500m,712m,1000Mi,323Mi,small,44.9,602.852821350098
1721420025.14113,1500m,725m,1000Mi,345Mi,small,44.9,491.801977157593
1721420028.18976,1500m,725m,1000Mi,345Mi,small,44.9,491.341114044189
1721420031.23545,1500m,725m,1000Mi,345Mi,small,44.9,480.132102966309
1721420034.27559,1500m,725m,1000Mi,345Mi,small,44.9,478.420734405518
1721420037.30847,1500m,725m,1000Mi,345Mi,small,44.9,478.803634643555
1721420040.36571,1500m,725m,1000Mi,345Mi,small,44.9,496.237516403198
1721420043.58444,1500m,725m,1000Mi,345Mi,small,44.9,485.345125198364
1721420046.62723,1500m,725m,1000Mi,345Mi,small,44.9,501.37996673584
1721420049.67065,1500m,725m,1000Mi,345Mi,small,44.9,486.264705657959
1721420052.70856,1500m,725m,1000Mi,345Mi,small,44.9,497.96199798584
1721420055.75955,1500m,726m,1000Mi,337Mi,small,44.9,503.21364402771
1721420058.79905,1500m,726m,1000Mi,337Mi,small,44.9,480.557441711426
1721420061.83557,1500m,726m,1000Mi,337Mi,small,44.9,486.981153488159
1721420064.8864,1500m,726m,1000Mi,337Mi,small,44.9,502.737045288086
1721420067.93427,1500m,726m,1000Mi,337Mi,small,44.9,493.527889251709
1721420070.97868,1500m,726m,1000Mi,337Mi,small,44.9,485.795021057129
1721420074.0309,1500m,726m,1000Mi,337Mi,small,44.9,487.47992515564
1721420077.07639,1500m,726m,1000Mi,337Mi,small,44.9,490.396976470947
1721420080.12916,1500m,726m,1000Mi,337Mi,small,44.9,499.644041061401
1721420083.1656,1500m,726m,1000Mi,337Mi,small,44.9,478.371620178223
1721420086.20295,1500m,725m,1000Mi,339Mi,small,44.9,493.823289871216
1721420089.24896,1500m,725m,1000Mi,339Mi,small,44.9,553.870677947998
1721420092.28944,1500m,725m,1000Mi,339Mi,small,44.9,488.914489746094
1721420095.4372,1500m,725m,1000Mi,339Mi,small,44.9,483.641862869263
1721420098.47442,1500m,725m,1000Mi,339Mi,small,44.9,488.165855407715
1721420101.51717,1500m,725m,1000Mi,339Mi,small,44.9,512.625455856323
1721420104.5973,1500m,725m,1000Mi,339Mi,small,44.9,500.674724578857
1721420107.85914,1500m,725m,1000Mi,339Mi,small,44.9,480.86428642273
1721420110.90029,1500m,725m,1000Mi,339Mi,small,44.9,481.416702270508
1721420114.00763,1500m,565m,1000Mi,339Mi,small,44.9,489.504098892212
1721420117.07542,1500m,565m,1000Mi,339Mi,small,44.9,515.191078186035
1721420120.11046,1500m,565m,1000Mi,339Mi,small,44.9,489.932537078857
1721420123.36315,1500m,565m,1000Mi,339Mi,small,44.9,496.403455734253
1721420126.40207,1500m,565m,1000Mi,339Mi,small,44.9,492.681503295898
1721420129.48071,1500m,565m,1000Mi,339Mi,small,44.9,492.373943328857
1721420132.67404,1500m,565m,1000Mi,339Mi,small,44.9,483.572244644165
1721420135.79264,1500m,565m,1000Mi,339Mi,small,44.9,526.691436767578
1721420138.83598,1500m,565m,1000Mi,339Mi,small,44.9,528.625965118408
1721420141.8782,1500m,565m,1000Mi,339Mi,small,44.9,512.809753417969
1721420144.927,1500m,729m,1000Mi,339Mi,small,44.9,499.840497970581
1721420147.96519,1500m,729m,1000Mi,339Mi,small,44.9,486.294746398926
1721420151.03713,1500m,729m,1000Mi,339Mi,small,44.9,495.820283889771
1721420154.07092,1500m,729m,1000Mi,339Mi,small,44.9,493.761777877808
1721420157.13445,1500m,729m,1000Mi,339Mi,small,44.9,499.008893966675
1721420160.17894,1500m,729m,1000Mi,339Mi,small,44.9,524.926662445068
1721420163.22862,1500m,729m,1000Mi,339Mi,small,44.9,500.216722488403
1721420166.26538,1500m,729m,1000Mi,339Mi,small,44.9,493.457317352295
1721420169.31329,1500m,729m,1000Mi,339Mi,small,44.9,484.772443771362
1721420172.84189,1500m,729m,1000Mi,339Mi,small,44.9,492.586851119995
1721420175.88601,1500m,705m,1000Mi,350Mi,small,44.9,502.250909805298
1721420178.92612,1500m,705m,1000Mi,350Mi,small,44.9,504.591703414917
1721420182.00868,1500m,705m,1000Mi,350Mi,small,44.9,527.380704879761
1721420185.05602,1500m,705m,1000Mi,350Mi,small,44.9,479.651689529419
1721420188.10136,1500m,705m,1000Mi,350Mi,small,44.9,479.033946990967
1721420191.13925,1500m,705m,1000Mi,350Mi,small,44.9,488.123893737793
1721420194.18464,1500m,705m,1000Mi,350Mi,small,44.9,513.927936553955
1721420197.44627,1500m,705m,1000Mi,350Mi,small,44.9,484.798669815064
1721420200.54292,1500m,705m,1000Mi,350Mi,small,44.9,481.711149215698
1721420203.58871,1500m,705m,1000Mi,350Mi,small,44.9,519.22607421875
1721420206.84765,1500m,699m,1000Mi,345Mi,small,44.9,480.726003646851
1721420209.89794,1500m,699m,1000Mi,345Mi,small,44.9,492.566347122192
1721420212.9399,1500m,699m,1000Mi,345Mi,small,44.9,484.87114906311
1721420215.97989,1500m,699m,1000Mi,345Mi,small,44.9,493.348836898804
1721420219.02033,1500m,699m,1000Mi,345Mi,small,44.9,505.570411682129
1721420222.29366,1500m,699m,1000Mi,345Mi,small,44.9,487.462043762207
1721420225.55283,1500m,699m,1000Mi,345Mi,small,44.9,485.190868377686
1721420228.59708,1500m,699m,1000Mi,345Mi,small,44.9,482.555150985718
1721420231.64401,1500m,699m,1000Mi,345Mi,small,44.9,486.749410629272
1721420234.69334,1500m,752m,1000Mi,323Mi,small,44.9,487.15353012085
1721420237.73098,1500m,752m,1000Mi,323Mi,small,44.9,487.958908081055
1721420240.76729,1500m,752m,1000Mi,323Mi,small,44.9,487.520694732666
1721420243.80857,1500m,752m,1000Mi,323Mi,small,44.9,490.594863891602
1721420246.89339,1500m,752m,1000Mi,323Mi,small,44.9,491.000413894653
1721420249.932,1500m,752m,1000Mi,323Mi,small,44.9,489.341020584106
1721420252.99226,1500m,752m,1000Mi,323Mi,small,44.9,575.515508651733
1721420256.036,1500m,752m,1000Mi,323Mi,small,44.9,499.337434768677
1721420259.08551,1500m,752m,1000Mi,323Mi,small,44.9,517.085790634155
1721420262.17431,1500m,752m,1000Mi,323Mi,small,44.9,488.991737365723
1721420265.27784,1500m,704m,1000Mi,339Mi,small,44.9,475.533246994019
1721420268.31487,1500m,704m,1000Mi,339Mi,small,44.9,481.415510177612
1721420271.8909,1500m,704m,1000Mi,339Mi,small,44.9,520.682334899902
1721420274.92867,1500m,704m,1000Mi,339Mi,small,44.9,506.060123443604
1721420277.96429,1500m,704m,1000Mi,339Mi,small,44.9,494.597673416138
1721420281.08491,1500m,704m,1000Mi,339Mi,small,44.9,564.79287147522
1721420284.12339,1500m,704m,1000Mi,339Mi,small,44.9,481.669664382935
1721420287.16583,1500m,704m,1000Mi,339Mi,small,44.9,483.747959136963
1721420290.21277,1500m,704m,1000Mi,339Mi,small,44.9,478.628873825073
1721420293.25362,1500m,704m,1000Mi,339Mi,small,44.9,479.342460632324
1721420296.29973,1500m,656m,1000Mi,323Mi,small,44.9,493.817329406738
1721420299.34629,1500m,656m,1000Mi,323Mi,small,44.9,476.813316345215
1721420302.39288,1500m,656m,1000Mi,323Mi,small,44.9,484.545230865479
1721420305.57636,1500m,656m,1000Mi,323Mi,small,44.9,481.515169143677
1721420308.61286,1500m,656m,1000Mi,323Mi,small,44.9,483.928680419922
1721420311.65693,1500m,656m,1000Mi,323Mi,small,44.9,507.073879241943
1721420314.69875,1500m,656m,1000Mi,323Mi,small,44.9,482.778072357178
1721420317.74223,1500m,656m,1000Mi,323Mi,small,44.9,487.46395111084
1721420320.78366,1500m,656m,1000Mi,323Mi,small,44.9,530.915498733521
1721420323.82792,1500m,656m,1000Mi,323Mi,small,44.9,477.694988250732
1721420326.8703,1500m,746m,1000Mi,324Mi,small,44.9,495.142936706543
1721420329.91777,1500m,746m,1000Mi,324Mi,small,44.9,508.644342422485
1721420332.96763,1500m,746m,1000Mi,324Mi,small,44.9,500.419616699219
1721420336.01464,1500m,746m,1000Mi,324Mi,small,44.9,507.364511489868
1721420339.06554,1500m,746m,1000Mi,324Mi,small,44.9,485.909700393677
1721420342.13132,1500m,746m,1000Mi,324Mi,small,44.9,480.549573898315
1721420345.18993,1500m,746m,1000Mi,324Mi,small,44.9,494.992256164551
1721420349.0876,1500m,746m,1000Mi,324Mi,small,44.9,515.973329544067
1721420352.31345,1500m,746m,1000Mi,324Mi,small,44.9,476.353406906128
1721420355.34636,1500m,682m,1000Mi,323Mi,small,44.9,491.666555404663
1721420358.38665,1500m,682m,1000Mi,323Mi,small,44.9,484.353542327881
1721420361.45224,1500m,682m,1000Mi,323Mi,small,44.9,486.362457275391
1721420364.58251,1500m,682m,1000Mi,323Mi,small,44.9,485.155344009399
1721420367.78134,1500m,682m,1000Mi,323Mi,small,44.9,495.927572250366
1721420370.82277,1500m,682m,1000Mi,323Mi,small,44.9,510.561466217041
1721420373.86691,1500m,682m,1000Mi,323Mi,small,44.9,508.197546005249
1721420376.97888,1500m,682m,1000Mi,323Mi,small,44.9,482.243061065674
1721420380.02098,1500m,682m,1000Mi,323Mi,small,44.9,498.005628585815
1721420383.06387,1500m,682m,1000Mi,323Mi,small,44.9,487.339973449707
1721420386.10385,1500m,658m,1000Mi,339Mi,small,44.9,504.338979721069
1721420389.19622,1500m,658m,1000Mi,339Mi,small,44.9,509.419679641724
1721420392.24031,1500m,658m,1000Mi,339Mi,small,44.9,478.790760040283
1721420395.34125,1500m,658m,1000Mi,339Mi,small,44.9,491.138219833374
1721420398.3755,1500m,658m,1000Mi,339Mi,small,44.9,489.802360534668
1721420401.4253,1500m,658m,1000Mi,339Mi,small,44.9,488.025188446045
1721420404.47019,1500m,658m,1000Mi,339Mi,small,44.9,474.563598632813
1721420407.51456,1500m,658m,1000Mi,339Mi,small,44.9,495.595455169678
1721420410.57853,1500m,658m,1000Mi,339Mi,small,44.9,493.18790435791
1721420413.62761,1500m,658m,1000Mi,339Mi,small,44.9,507.26842880249
1721420416.67066,1500m,708m,1000Mi,323Mi,small,44.9,480.177164077759
1721420419.71386,1500m,708m,1000Mi,323Mi,small,44.9,467.121601104736
1721420422.75348,1500m,708m,1000Mi,323Mi,small,44.9,492.176055908203
1721420425.88351,1500m,708m,1000Mi,323Mi,small,44.9,496.225118637085
1721420428.92669,1500m,708m,1000Mi,323Mi,small,44.9,479.970693588257
1721420431.97095,1500m,708m,1000Mi,323Mi,small,44.9,478.087663650513
1721420435.01417,1500m,708m,1000Mi,323Mi,small,44.9,533.496141433716
1721420438.27694,1500m,708m,1000Mi,323Mi,small,44.9,480.400800704956
1721420441.39277,1500m,708m,1000Mi,323Mi,small,44.9,474.794387817383
1721420444.42952,1500m,710m,1000Mi,328Mi,small,44.9,476.325035095215
1721420447.46729,1500m,710m,1000Mi,328Mi,small,44.9,484.358787536621
1721420450.51531,1500m,710m,1000Mi,328Mi,small,44.9,498.696804046631
1721420453.57492,1500m,710m,1000Mi,328Mi,small,44.9,491.077184677124
1721420456.62374,1500m,710m,1000Mi,328Mi,small,44.9,478.482961654663
1721420459.66087,1500m,710m,1000Mi,328Mi,small,44.9,470.126867294312
1721420463.27802,1500m,710m,1000Mi,328Mi,small,44.9,479.310989379883
1721420466.31692,1500m,710m,1000Mi,328Mi,small,44.9,482.126712799072
1721420469.35485,1500m,710m,1000Mi,328Mi,small,44.9,477.259397506714
1721420472.39544,1500m,710m,1000Mi,328Mi,small,44.9,493.295907974243
1721420475.44546,1500m,758m,1000Mi,350Mi,small,44.9,480.950832366943
1721420478.48525,1500m,758m,1000Mi,350Mi,small,44.9,475.362539291382
1721420481.52023,1500m,758m,1000Mi,350Mi,small,44.9,479.093313217163
1721420484.57081,1500m,758m,1000Mi,350Mi,small,44.9,561.748027801514
1721420487.63712,1500m,758m,1000Mi,350Mi,small,44.9,495.792388916016
1721420490.67309,1500m,758m,1000Mi,350Mi,small,44.9,482.323169708252
1721420493.71065,1500m,758m,1000Mi,350Mi,small,44.9,475.497722625732
1721420496.75583,1500m,758m,1000Mi,350Mi,small,44.9,476.528406143189
1721420499.79492,1500m,758m,1000Mi,350Mi,small,44.9,525.59232711792
1721420502.84006,1500m,758m,1000Mi,350Mi,small,44.9,484.380722045898
1721420505.87166,1500m,724m,1000Mi,335Mi,small,44.9,495.450735092163
1721420508.9106,1500m,724m,1000Mi,335Mi,small,44.9,478.744029998779
1721420512.00548,1500m,724m,1000Mi,335Mi,small,44.9,512.571096420288
1721420515.09775,1500m,724m,1000Mi,335Mi,small,44.9,493.747472763062
1721420518.14302,1500m,724m,1000Mi,335Mi,small,44.9,494.020462036133
1721420521.18047,1500m,724m,1000Mi,335Mi,small,44.9,476.39274597168
1721420524.22362,1500m,724m,1000Mi,335Mi,small,44.9,507.131338119507
1721420527.27608,1500m,724m,1000Mi,335Mi,small,44.9,482.377529144287
1721420530.32862,1500m,724m,1000Mi,335Mi,small,44.9,475.3737449646
1721420533.37012,1500m,724m,1000Mi,335Mi,small,44.9,488.018035888672
1721420536.41126,1500m,775m,1000Mi,339Mi,small,44.9,493.918180465698
1721420539.45943,1500m,775m,1000Mi,339Mi,small,44.9,480.166912078857
1721420542.5075,1500m,775m,1000Mi,339Mi,small,44.9,482.28931427002
1721420545.54852,1500m,775m,1000Mi,339Mi,small,44.9,535.9046459198
1721420548.59002,1500m,775m,1000Mi,339Mi,small,44.9,483.521699905396
1721420551.63215,1500m,775m,1000Mi,339Mi,small,44.9,482.513666152954
1721420554.66565,1500m,775m,1000Mi,339Mi,small,44.9,480.638265609741
1721420557.72247,1500m,775m,1000Mi,339Mi,small,44.9,507.946968078613
1721420560.7639,1500m,775m,1000Mi,339Mi,small,44.9,494.568109512329
1721420563.80566,1500m,775m,1000Mi,339Mi,small,44.9,494.0505027771
1721420566.84327,1500m,722m,1000Mi,323Mi,small,44.9,478.885173797607
1721420569.99637,1500m,722m,1000Mi,323Mi,small,44.9,472.955703735352
1721420573.03938,1500m,722m,1000Mi,323Mi,small,44.9,482.995510101318
1721420576.3321,1500m,722m,1000Mi,323Mi,small,44.9,522.094011306763
1721420579.3756,1500m,722m,1000Mi,323Mi,small,44.9,476.988315582275
1721420582.41465,1500m,722m,1000Mi,323Mi,small,44.9,502.778768539429
1721420585.45673,1500m,722m,1000Mi,323Mi,small,44.9,583.250045776367
1721420588.50171,1500m,722m,1000Mi,323Mi,small,44.9,486.100912094116
1721420591.59817,1500m,722m,1000Mi,323Mi,small,44.9,484.790086746216
1721420594.63736,1500m,704m,1000Mi,333Mi,small,44.9,576.527833938599
1721420597.6725,1500m,704m,1000Mi,333Mi,small,44.9,494.770765304565
1721420600.71828,1500m,704m,1000Mi,333Mi,small,44.9,469.818353652954
1721420603.7639,1500m,704m,1000Mi,333Mi,small,44.9,477.207899093628
1721420606.8072,1500m,704m,1000Mi,333Mi,small,44.9,503.681421279907
1721420609.84743,1500m,704m,1000Mi,333Mi,small,44.9,476.113319396973
1721420612.8877,1500m,704m,1000Mi,333Mi,small,44.9,504.041194915772
1721420615.92433,1500m,704m,1000Mi,333Mi,small,44.9,480.087518692017
1721420618.96904,1500m,704m,1000Mi,333Mi,small,44.9,482.815265655518
1721420622.00878,1500m,704m,1000Mi,333Mi,small,44.9,491.976261138916
1721420625.08147,1500m,681m,1000Mi,337Mi,small,44.9,498.139142990112
1721420628.12268,1500m,681m,1000Mi,337Mi,small,44.9,477.214097976685
1721420631.16238,1500m,681m,1000Mi,337Mi,small,44.9,519.139289855957
1721420634.2024,1500m,681m,1000Mi,337Mi,small,44.9,476.094722747803
1721420637.24693,1500m,681m,1000Mi,337Mi,small,44.9,479.541778564453
1721420640.29026,1500m,681m,1000Mi,337Mi,small,44.9,480.327606201172
1721420643.32824,1500m,681m,1000Mi,337Mi,small,44.9,481.360673904419
1721420646.40256,1500m,681m,1000Mi,337Mi,small,44.9,513.050556182861
1721420649.44583,1500m,681m,1000Mi,337Mi,small,44.9,490.817546844482
1721420652.481,1500m,681m,1000Mi,337Mi,small,44.9,533.410549163818
1721420655.51451,1500m,759m,1000Mi,341Mi,small,44.9,476.532459259033
1721420658.56121,1500m,759m,1000Mi,341Mi,small,44.9,479.788541793823
1721420661.60438,1500m,759m,1000Mi,341Mi,small,44.9,477.854251861572
1721420664.64025,1500m,759m,1000Mi,341Mi,small,44.9,503.057718276978
1721420667.68802,1500m,759m,1000Mi,341Mi,small,44.9,513.714075088501
1721420670.73362,1500m,759m,1000Mi,341Mi,small,44.9,484.780073165894
1721420673.76887,1500m,759m,1000Mi,341Mi,small,44.9,476.518392562866
1721420676.81429,1500m,759m,1000Mi,341Mi,small,44.9,469.608306884766
1721420679.85726,1500m,759m,1000Mi,341Mi,small,44.9,484.743595123291
1721420682.89572,1500m,759m,1000Mi,341Mi,small,44.9,483.717679977417
1721420685.94459,1500m,727m,1000Mi,333Mi,small,44.9,496.966361999512
1721420688.98095,1500m,727m,1000Mi,333Mi,small,44.9,507.427930831909
1721420692.02364,1500m,727m,1000Mi,333Mi,small,44.9,478.82342338562
1721420695.07255,1500m,727m,1000Mi,333Mi,small,44.9,477.884292602539
1721420698.11187,1500m,727m,1000Mi,333Mi,small,44.9,474.429607391357
1721420701.14929,1500m,727m,1000Mi,333Mi,small,44.9,502.47073173523
1721420704.27516,1500m,727m,1000Mi,333Mi,small,44.9,482.343196868897
1721420707.32245,1500m,727m,1000Mi,333Mi,small,44.9,501.669883728027
1721420710.37382,1500m,727m,1000Mi,333Mi,small,44.9,493.318796157837
1721420713.40961,1500m,727m,1000Mi,333Mi,small,44.9,468.938112258911
1721420716.45113,1500m,682m,1000Mi,339Mi,small,44.9,475.994825363159
1721420719.49938,1500m,682m,1000Mi,339Mi,small,44.9,498.488664627075
1721420722.54628,1500m,682m,1000Mi,339Mi,small,44.9,510.887145996094
1721420725.60411,1500m,682m,1000Mi,339Mi,small,44.9,479.6302318573
1721420728.64212,1500m,682m,1000Mi,339Mi,small,44.9,557.537078857422
1721420731.6887,1500m,682m,1000Mi,339Mi,small,44.9,493.21985244751
1721420734.72314,1500m,682m,1000Mi,339Mi,small,44.9,521.365404129028
1721420737.76497,1500m,682m,1000Mi,339Mi,small,44.9,486.229181289673
1721420740.80525,1500m,682m,1000Mi,339Mi,small,44.9,501.693248748779
1721420743.84768,1500m,682m,1000Mi,339Mi,small,44.9,482.348918914795
1721420746.88848,1500m,641m,1000Mi,349Mi,small,44.9,479.49481010437
1721420749.93555,1500m,641m,1000Mi,349Mi,small,44.9,481.096506118774
1721420752.97677,1500m,641m,1000Mi,349Mi,small,44.9,481.79030418396
1721420756.02733,1500m,641m,1000Mi,349Mi,small,44.9,519.385576248169
1721420759.07741,1500m,641m,1000Mi,349Mi,small,44.9,483.404636383057
1721420762.12651,1500m,641m,1000Mi,349Mi,small,44.9,538.826942443848
1721420765.17676,1500m,641m,1000Mi,349Mi,small,44.9,491.108417510986
1721420768.22547,1500m,641m,1000Mi,349Mi,small,44.9,482.954978942871
