time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721421274.68308,1000m,282m,1000Mi,236Mi,small
1721421278.07937,1000m,282m,1000Mi,236Mi,small
1721421281.60272,1000m,282m,1000Mi,236Mi,small
1721421284.85837,1000m,111m,1000Mi,236Mi,small
1721421288.13885,1000m,111m,1000Mi,236Mi,small
1721421291.47269,1000m,111m,1000Mi,236Mi,small
1721421294.58963,1000m,111m,1000Mi,236Mi,small
1721421297.65725,1000m,111m,1000Mi,236Mi,small
1721421303.67313,1000m,111m,1000Mi,236Mi,small
1721421306.80008,1000m,111m,1000Mi,236Mi,small
1721421309.89058,1000m,111m,1000Mi,236Mi,small
1721421312.96865,1000m,111m,1000Mi,236Mi,small
1721421316.04252,1000m,325m,1000Mi,343Mi,small
1721421319.10256,1000m,325m,1000Mi,343Mi,small
1721421322.18341,1000m,325m,1000Mi,343Mi,small
1721421325.25247,1000m,325m,1000Mi,343Mi,small
1721421328.32887,1000m,325m,1000Mi,343Mi,small
1721421331.4008,1000m,325m,1000Mi,343Mi,small
1721421334.46811,1000m,325m,1000Mi,343Mi,small
1721421337.51871,1000m,325m,1000Mi,343Mi,small
1721421340.58877,1000m,325m,1000Mi,343Mi,small
1721421343.65246,1000m,325m,1000Mi,343Mi,small
1721421346.71642,1000m,552m,1000Mi,340Mi,small
1721421350.2168,1000m,552m,1000Mi,340Mi,small
1721421353.28394,1000m,552m,1000Mi,340Mi,small
1721421356.40599,1000m,552m,1000Mi,340Mi,small
1721421360.03256,1000m,552m,1000Mi,340Mi,small
1721421363.13118,1000m,552m,1000Mi,340Mi,small
1721421366.19252,1000m,552m,1000Mi,340Mi,small
1721421369.25733,1000m,552m,1000Mi,340Mi,small
1721421372.31188,1000m,552m,1000Mi,340Mi,small
1721421375.36943,1000m,619m,1000Mi,341Mi,small
1721421378.44626,1000m,619m,1000Mi,341Mi,small
1721421382.59002,1000m,619m,1000Mi,341Mi,small
1721421385.64026,1000m,619m,1000Mi,341Mi,small
1721421388.67766,1000m,619m,1000Mi,341Mi,small
1721421391.72057,1000m,619m,1000Mi,341Mi,small
1721421394.76465,1000m,619m,1000Mi,341Mi,small
1721421397.80245,1000m,619m,1000Mi,341Mi,small
1721421401.18637,1000m,619m,1000Mi,341Mi,small
1721421404.23698,1000m,723m,1000Mi,331Mi,small
1721421407.27685,1000m,723m,1000Mi,331Mi,small
1721421410.32197,1000m,723m,1000Mi,331Mi,small
1721421413.36109,1000m,723m,1000Mi,331Mi,small
1721421416.44747,1000m,723m,1000Mi,331Mi,small
1721421419.50898,1000m,723m,1000Mi,331Mi,small
1721421422.56026,1000m,723m,1000Mi,331Mi,small
1721421425.59865,1000m,723m,1000Mi,331Mi,small
1721421428.63437,1000m,723m,1000Mi,331Mi,small
1721421431.68965,1000m,723m,1000Mi,331Mi,small
1721421434.72424,1000m,742m,1000Mi,340Mi,small
1721421437.76533,1000m,742m,1000Mi,340Mi,small
1721421440.80687,1000m,742m,1000Mi,340Mi,small
1721421443.85328,1000m,742m,1000Mi,340Mi,small
1721421446.90999,1000m,742m,1000Mi,340Mi,small
1721421449.95109,1000m,742m,1000Mi,340Mi,small
1721421452.98937,1000m,742m,1000Mi,340Mi,small
1721421456.07724,1000m,742m,1000Mi,340Mi,small
1721421459.11481,1000m,742m,1000Mi,340Mi,small
1721421462.16089,1000m,742m,1000Mi,340Mi,small
1721421465.20014,1000m,703m,1000Mi,342Mi,small
1721421468.24235,1000m,703m,1000Mi,342Mi,small
1721421471.29138,1000m,703m,1000Mi,342Mi,small
1721421474.33182,1000m,703m,1000Mi,342Mi,small
1721421477.3998,1000m,703m,1000Mi,342Mi,small
