time,cpu_request,cpu_usage,memory_request,memory_usage,model,model_acc,processing_delay(ms)
1721423976.67832,500m,446m,1000Mi,350Mi,small,44.9,895.960092544556
1721423979.72527,500m,446m,1000Mi,350Mi,small,44.9,909.293413162231
1721423982.76384,500m,446m,1000Mi,350Mi,small,44.9,854.650259017944
1721423985.83737,500m,428m,1000Mi,350Mi,small,44.9,846.073150634766
1721423988.87907,500m,428m,1000Mi,350Mi,small,44.9,827.700853347778
1721423991.92106,500m,428m,1000Mi,350Mi,small,44.9,925.694942474365
1721423994.95506,500m,428m,1000Mi,350Mi,small,44.9,910.517454147339
1721423997.99435,500m,428m,1000Mi,350Mi,small,44.9,872.515678405762
1721424001.02954,500m,428m,1000Mi,350Mi,small,44.9,882.115125656128
1721424004.06748,500m,428m,1000Mi,350Mi,small,44.9,920.674800872803
1721424007.10849,500m,428m,1000Mi,350Mi,small,44.9,942.898511886597
1721424010.15584,500m,428m,1000Mi,350Mi,small,44.9,892.615556716919
1721424013.19894,500m,428m,1000Mi,350Mi,small,44.9,834.374904632568
