time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721419676.4630716,1500m,246m,1000Mi,235Mi,small
1721419679.4971762,1500m,246m,1000Mi,235Mi,small
1721419682.6727026,1500m,246m,1000Mi,235Mi,small
1721419685.716361,1500m,246m,1000Mi,235Mi,small
1721419688.7649107,1500m,246m,1000Mi,235Mi,small
1721419691.8080716,1500m,246m,1000Mi,235Mi,small
1721419694.8423836,1500m,0m,1000Mi,235Mi,small
1721419697.8767579,1500m,0m,1000Mi,235Mi,small
1721419700.986173,1500m,0m,1000Mi,235Mi,small
1721419704.0253332,1500m,0m,1000Mi,235Mi,small
1721419707.0768664,1500m,0m,1000Mi,235Mi,small
1721419710.1204278,1500m,0m,1000Mi,235Mi,small
1721419713.1719353,1500m,0m,1000Mi,235Mi,small
1721419716.2199764,1500m,0m,1000Mi,235Mi,small
1721419719.2670784,1500m,0m,1000Mi,235Mi,small
1721419722.3800073,1500m,0m,1000Mi,235Mi,small
1721419725.4243152,1500m,25m,1000Mi,0Mi,small
1721419728.458946,1500m,25m,1000Mi,0Mi,small
1721419731.8085299,1500m,25m,1000Mi,0Mi,small
1721419734.8422742,1500m,25m,1000Mi,0Mi,small
1721419737.8924482,1500m,25m,1000Mi,0Mi,small
1721419741.1534746,1500m,25m,1000Mi,0Mi,small
1721419744.2794774,1500m,25m,1000Mi,0Mi,small
1721419747.3180335,1500m,25m,1000Mi,0Mi,small
1721419750.3830678,1500m,25m,1000Mi,0Mi,small
1721419753.4314892,1500m,25m,1000Mi,0Mi,small
1721419756.4802005,1500m,770m,1000Mi,338Mi,small
1721419759.5184278,1500m,770m,1000Mi,338Mi,small
1721419762.593779,1500m,770m,1000Mi,338Mi,small
1721419765.6578906,1500m,770m,1000Mi,338Mi,small
1721419768.6948514,1500m,770m,1000Mi,338Mi,small
1721419771.9749289,1500m,770m,1000Mi,338Mi,small
1721419775.0273767,1500m,770m,1000Mi,338Mi,small
1721419778.0678387,1500m,770m,1000Mi,338Mi,small
1721419781.386635,1500m,770m,1000Mi,338Mi,small
1721419784.4372482,1500m,733m,1000Mi,348Mi,small
1721419787.5884273,1500m,733m,1000Mi,348Mi,small
1721419790.622914,1500m,733m,1000Mi,348Mi,small
1721419793.684556,1500m,733m,1000Mi,348Mi,small
1721419796.7824893,1500m,733m,1000Mi,348Mi,small
1721419799.8248234,1500m,733m,1000Mi,348Mi,small
1721419802.8763995,1500m,733m,1000Mi,348Mi,small
1721419805.9131079,1500m,733m,1000Mi,348Mi,small
1721419808.9532297,1500m,733m,1000Mi,348Mi,small
1721419811.9893644,1500m,733m,1000Mi,348Mi,small
1721419815.2840083,1500m,765m,1000Mi,331Mi,small
1721419818.322786,1500m,765m,1000Mi,331Mi,small
1721419821.3803062,1500m,765m,1000Mi,331Mi,small
1721419824.4369307,1500m,765m,1000Mi,331Mi,small
1721419827.4774776,1500m,765m,1000Mi,331Mi,small
1721419830.5196831,1500m,765m,1000Mi,331Mi,small
1721419833.5560436,1500m,765m,1000Mi,331Mi,small
1721419836.607368,1500m,765m,1000Mi,331Mi,small
1721419839.8630328,1500m,765m,1000Mi,331Mi,small
1721419842.9010231,1500m,765m,1000Mi,331Mi,small
1721419845.9794896,1500m,746m,1000Mi,337Mi,small
1721419849.018219,1500m,746m,1000Mi,337Mi,small
1721419852.078417,1500m,746m,1000Mi,337Mi,small
1721419855.1196659,1500m,746m,1000Mi,337Mi,small
1721419858.175196,1500m,746m,1000Mi,337Mi,small
1721419861.2190287,1500m,746m,1000Mi,337Mi,small
1721419864.26022,1500m,746m,1000Mi,337Mi,small
1721419867.5588665,1500m,746m,1000Mi,337Mi,small
1721419870.6532567,1500m,746m,1000Mi,337Mi,small
1721419873.7011008,1500m,746m,1000Mi,337Mi,small
1721419876.7452939,1500m,762m,1000Mi,339Mi,small
1721419879.7903492,1500m,762m,1000Mi,339Mi,small
1721419882.900212,1500m,762m,1000Mi,339Mi,small
1721419885.9443364,1500m,762m,1000Mi,339Mi,small
1721419888.9854875,1500m,762m,1000Mi,339Mi,small
1721419892.03535,1500m,762m,1000Mi,339Mi,small
1721419895.0808117,1500m,762m,1000Mi,339Mi,small
1721419898.1215663,1500m,762m,1000Mi,339Mi,small
1721419901.3475986,1500m,762m,1000Mi,339Mi,small
1721419904.3904579,1500m,763m,1000Mi,324Mi,small
1721419907.438385,1500m,763m,1000Mi,324Mi,small
1721419910.4819314,1500m,763m,1000Mi,324Mi,small
1721419913.5223417,1500m,763m,1000Mi,324Mi,small
1721419916.5695882,1500m,763m,1000Mi,324Mi,small
1721419919.640397,1500m,763m,1000Mi,324Mi,small
1721419922.6857097,1500m,763m,1000Mi,324Mi,small
1721419925.7248478,1500m,763m,1000Mi,324Mi,small
1721419928.7855322,1500m,763m,1000Mi,324Mi,small
1721419931.840182,1500m,763m,1000Mi,324Mi,small
1721419934.8931036,1500m,740m,1000Mi,323Mi,small
1721419937.9360538,1500m,740m,1000Mi,323Mi,small
1721419940.9903088,1500m,740m,1000Mi,323Mi,small
1721419944.038877,1500m,740m,1000Mi,323Mi,small
1721419947.1939678,1500m,740m,1000Mi,323Mi,small
1721419950.2346022,1500m,740m,1000Mi,323Mi,small
1721419953.278654,1500m,740m,1000Mi,323Mi,small
1721419956.3234677,1500m,740m,1000Mi,323Mi,small
1721419959.367965,1500m,740m,1000Mi,323Mi,small
1721419962.4043622,1500m,740m,1000Mi,323Mi,small
1721419966.7446942,1500m,720m,1000Mi,323Mi,small
1721419969.7796342,1500m,720m,1000Mi,323Mi,small
1721419972.8131487,1500m,720m,1000Mi,323Mi,small
1721419975.903207,1500m,720m,1000Mi,323Mi,small
1721419978.9784691,1500m,720m,1000Mi,323Mi,small
1721419982.0890036,1500m,720m,1000Mi,323Mi,small
1721419985.1304238,1500m,720m,1000Mi,323Mi,small
1721419988.1817296,1500m,720m,1000Mi,323Mi,small
1721419991.4853733,1500m,720m,1000Mi,323Mi,small
1721419994.5266006,1500m,712m,1000Mi,323Mi,small
1721419997.680184,1500m,712m,1000Mi,323Mi,small
1721420000.7242105,1500m,712m,1000Mi,323Mi,small
1721420003.770403,1500m,712m,1000Mi,323Mi,small
1721420006.876656,1500m,712m,1000Mi,323Mi,small
1721420009.9178722,1500m,712m,1000Mi,323Mi,small
1721420012.9573877,1500m,712m,1000Mi,323Mi,small
1721420016.0067234,1500m,712m,1000Mi,323Mi,small
1721420019.0519547,1500m,712m,1000Mi,323Mi,small
1721420022.1051686,1500m,712m,1000Mi,323Mi,small
1721420025.1411276,1500m,725m,1000Mi,345Mi,small
1721420028.189757,1500m,725m,1000Mi,345Mi,small
1721420031.2354474,1500m,725m,1000Mi,345Mi,small
1721420034.2755928,1500m,725m,1000Mi,345Mi,small
1721420037.3084702,1500m,725m,1000Mi,345Mi,small
1721420040.365714,1500m,725m,1000Mi,345Mi,small
1721420043.5844386,1500m,725m,1000Mi,345Mi,small
1721420046.6272335,1500m,725m,1000Mi,345Mi,small
1721420049.6706455,1500m,725m,1000Mi,345Mi,small
1721420052.708555,1500m,725m,1000Mi,345Mi,small
1721420055.7595475,1500m,726m,1000Mi,337Mi,small
1721420058.7990534,1500m,726m,1000Mi,337Mi,small
1721420061.8355665,1500m,726m,1000Mi,337Mi,small
1721420064.886397,1500m,726m,1000Mi,337Mi,small
1721420067.9342718,1500m,726m,1000Mi,337Mi,small
1721420070.9786804,1500m,726m,1000Mi,337Mi,small
1721420074.0308995,1500m,726m,1000Mi,337Mi,small
1721420077.0763924,1500m,726m,1000Mi,337Mi,small
1721420080.1291552,1500m,726m,1000Mi,337Mi,small
1721420083.165595,1500m,726m,1000Mi,337Mi,small
1721420086.2029462,1500m,725m,1000Mi,339Mi,small
1721420089.2489612,1500m,725m,1000Mi,339Mi,small
1721420092.2894437,1500m,725m,1000Mi,339Mi,small
1721420095.4372017,1500m,725m,1000Mi,339Mi,small
1721420098.4744165,1500m,725m,1000Mi,339Mi,small
1721420101.5171692,1500m,725m,1000Mi,339Mi,small
1721420104.597295,1500m,725m,1000Mi,339Mi,small
1721420107.8591356,1500m,725m,1000Mi,339Mi,small
1721420110.900286,1500m,725m,1000Mi,339Mi,small
1721420114.0076349,1500m,565m,1000Mi,339Mi,small
1721420117.0754168,1500m,565m,1000Mi,339Mi,small
1721420120.1104646,1500m,565m,1000Mi,339Mi,small
1721420123.3631544,1500m,565m,1000Mi,339Mi,small
1721420126.402069,1500m,565m,1000Mi,339Mi,small
1721420129.4807055,1500m,565m,1000Mi,339Mi,small
1721420132.6740367,1500m,565m,1000Mi,339Mi,small
1721420135.7926419,1500m,565m,1000Mi,339Mi,small
1721420138.8359797,1500m,565m,1000Mi,339Mi,small
1721420141.8782039,1500m,565m,1000Mi,339Mi,small
1721420144.9269965,1500m,729m,1000Mi,339Mi,small
1721420147.9651897,1500m,729m,1000Mi,339Mi,small
1721420151.037134,1500m,729m,1000Mi,339Mi,small
1721420154.070924,1500m,729m,1000Mi,339Mi,small
1721420157.1344469,1500m,729m,1000Mi,339Mi,small
1721420160.1789434,1500m,729m,1000Mi,339Mi,small
1721420163.2286184,1500m,729m,1000Mi,339Mi,small
1721420166.2653813,1500m,729m,1000Mi,339Mi,small
1721420169.3132854,1500m,729m,1000Mi,339Mi,small
1721420172.8418863,1500m,729m,1000Mi,339Mi,small
1721420175.886007,1500m,705m,1000Mi,350Mi,small
1721420178.9261239,1500m,705m,1000Mi,350Mi,small
1721420182.0086794,1500m,705m,1000Mi,350Mi,small
1721420185.0560172,1500m,705m,1000Mi,350Mi,small
1721420188.101361,1500m,705m,1000Mi,350Mi,small
1721420191.139247,1500m,705m,1000Mi,350Mi,small
1721420194.1846352,1500m,705m,1000Mi,350Mi,small
1721420197.4462686,1500m,705m,1000Mi,350Mi,small
1721420200.5429175,1500m,705m,1000Mi,350Mi,small
1721420203.5887113,1500m,705m,1000Mi,350Mi,small
1721420206.847648,1500m,699m,1000Mi,345Mi,small
1721420209.8979397,1500m,699m,1000Mi,345Mi,small
1721420212.9398963,1500m,699m,1000Mi,345Mi,small
1721420215.9798872,1500m,699m,1000Mi,345Mi,small
1721420219.0203257,1500m,699m,1000Mi,345Mi,small
1721420222.2936645,1500m,699m,1000Mi,345Mi,small
1721420225.5528257,1500m,699m,1000Mi,345Mi,small
1721420228.597082,1500m,699m,1000Mi,345Mi,small
1721420231.6440058,1500m,699m,1000Mi,345Mi,small
1721420234.6933384,1500m,752m,1000Mi,323Mi,small
1721420237.730983,1500m,752m,1000Mi,323Mi,small
1721420240.767288,1500m,752m,1000Mi,323Mi,small
1721420243.8085659,1500m,752m,1000Mi,323Mi,small
1721420246.8933942,1500m,752m,1000Mi,323Mi,small
1721420249.9320023,1500m,752m,1000Mi,323Mi,small
1721420252.992264,1500m,752m,1000Mi,323Mi,small
1721420256.0359967,1500m,752m,1000Mi,323Mi,small
1721420259.0855055,1500m,752m,1000Mi,323Mi,small
1721420262.174309,1500m,752m,1000Mi,323Mi,small
1721420265.2778425,1500m,704m,1000Mi,339Mi,small
1721420268.3148713,1500m,704m,1000Mi,339Mi,small
1721420271.8909018,1500m,704m,1000Mi,339Mi,small
1721420274.9286716,1500m,704m,1000Mi,339Mi,small
1721420277.9642935,1500m,704m,1000Mi,339Mi,small
1721420281.0849113,1500m,704m,1000Mi,339Mi,small
1721420284.1233885,1500m,704m,1000Mi,339Mi,small
1721420287.1658347,1500m,704m,1000Mi,339Mi,small
1721420290.212766,1500m,704m,1000Mi,339Mi,small
1721420293.253619,1500m,704m,1000Mi,339Mi,small
1721420296.299732,1500m,656m,1000Mi,323Mi,small
1721420299.3462906,1500m,656m,1000Mi,323Mi,small
1721420302.3928826,1500m,656m,1000Mi,323Mi,small
1721420305.5763578,1500m,656m,1000Mi,323Mi,small
1721420308.6128592,1500m,656m,1000Mi,323Mi,small
1721420311.6569326,1500m,656m,1000Mi,323Mi,small
1721420314.698752,1500m,656m,1000Mi,323Mi,small
1721420317.7422326,1500m,656m,1000Mi,323Mi,small
1721420320.7836564,1500m,656m,1000Mi,323Mi,small
1721420323.8279176,1500m,656m,1000Mi,323Mi,small
1721420326.8703027,1500m,746m,1000Mi,324Mi,small
1721420329.9177728,1500m,746m,1000Mi,324Mi,small
1721420332.9676282,1500m,746m,1000Mi,324Mi,small
1721420336.0146399,1500m,746m,1000Mi,324Mi,small
1721420339.0655391,1500m,746m,1000Mi,324Mi,small
1721420342.1313179,1500m,746m,1000Mi,324Mi,small
1721420345.1899257,1500m,746m,1000Mi,324Mi,small
1721420349.087595,1500m,746m,1000Mi,324Mi,small
1721420352.313449,1500m,746m,1000Mi,324Mi,small
1721420355.3463607,1500m,682m,1000Mi,323Mi,small
1721420358.3866532,1500m,682m,1000Mi,323Mi,small
1721420361.452237,1500m,682m,1000Mi,323Mi,small
1721420364.5825062,1500m,682m,1000Mi,323Mi,small
1721420367.7813356,1500m,682m,1000Mi,323Mi,small
1721420370.8227654,1500m,682m,1000Mi,323Mi,small
1721420373.8669088,1500m,682m,1000Mi,323Mi,small
1721420376.9788847,1500m,682m,1000Mi,323Mi,small
1721420380.0209777,1500m,682m,1000Mi,323Mi,small
1721420383.0638747,1500m,682m,1000Mi,323Mi,small
1721420386.1038473,1500m,658m,1000Mi,339Mi,small
1721420389.1962178,1500m,658m,1000Mi,339Mi,small
1721420392.2403126,1500m,658m,1000Mi,339Mi,small
1721420395.3412476,1500m,658m,1000Mi,339Mi,small
1721420398.3755016,1500m,658m,1000Mi,339Mi,small
1721420401.4252968,1500m,658m,1000Mi,339Mi,small
1721420404.4701931,1500m,658m,1000Mi,339Mi,small
1721420407.5145636,1500m,658m,1000Mi,339Mi,small
1721420410.578529,1500m,658m,1000Mi,339Mi,small
1721420413.6276116,1500m,658m,1000Mi,339Mi,small
1721420416.670658,1500m,708m,1000Mi,323Mi,small
1721420419.7138627,1500m,708m,1000Mi,323Mi,small
1721420422.7534838,1500m,708m,1000Mi,323Mi,small
1721420425.8835106,1500m,708m,1000Mi,323Mi,small
1721420428.926686,1500m,708m,1000Mi,323Mi,small
1721420431.9709454,1500m,708m,1000Mi,323Mi,small
1721420435.0141735,1500m,708m,1000Mi,323Mi,small
1721420438.2769384,1500m,708m,1000Mi,323Mi,small
1721420441.392771,1500m,708m,1000Mi,323Mi,small
1721420444.4295242,1500m,710m,1000Mi,328Mi,small
1721420447.4672902,1500m,710m,1000Mi,328Mi,small
1721420450.5153089,1500m,710m,1000Mi,328Mi,small
