time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721320143.3453948,500m,324m,1000Mi,236Mi,small
1721320146.3902822,500m,324m,1000Mi,236Mi,small
1721320149.4296043,500m,324m,1000Mi,236Mi,small
1721320152.4692247,500m,127m,1000Mi,236Mi,small
1721320155.6034648,500m,127m,1000Mi,236Mi,small
1721320158.6480334,500m,127m,1000Mi,236Mi,small
1721320161.6933112,500m,127m,1000Mi,236Mi,small
1721320164.9059463,500m,127m,1000Mi,236Mi,small
1721320167.9512436,500m,127m,1000Mi,236Mi,small
1721320170.9932315,500m,127m,1000Mi,236Mi,small
1721320174.0423682,500m,127m,1000Mi,236Mi,small
1721320177.0880048,500m,127m,1000Mi,236Mi,small
1721320180.1611152,500m,127m,1000Mi,236Mi,small
1721320183.20416,500m,198m,1000Mi,334Mi,small
1721320186.2527816,500m,198m,1000Mi,334Mi,small
1721320189.4271553,500m,198m,1000Mi,334Mi,small
1721320192.4671981,500m,198m,1000Mi,334Mi,small
1721320195.5075378,500m,198m,1000Mi,334Mi,small
1721320198.5453258,500m,198m,1000Mi,334Mi,small
1721320201.588038,500m,198m,1000Mi,334Mi,small
1721320204.867045,500m,198m,1000Mi,334Mi,small
1721320207.9119341,500m,198m,1000Mi,334Mi,small
1721320210.9535322,500m,438m,1000Mi,329Mi,small
1721320214.0564647,500m,438m,1000Mi,329Mi,small
1721320217.0990384,500m,438m,1000Mi,329Mi,small
1721320220.1422524,500m,438m,1000Mi,329Mi,small
1721320223.1931014,500m,438m,1000Mi,329Mi,small
1721320226.24262,500m,438m,1000Mi,329Mi,small
1721320229.2840266,500m,438m,1000Mi,329Mi,small
1721320232.3301096,500m,438m,1000Mi,329Mi,small
1721320235.3747456,500m,438m,1000Mi,329Mi,small
1721320238.5050006,500m,438m,1000Mi,329Mi,small
1721320241.591145,500m,406m,1000Mi,320Mi,small
1721320244.6387408,500m,406m,1000Mi,320Mi,small
1721320247.7032619,500m,406m,1000Mi,320Mi,small
1721320250.7549016,500m,406m,1000Mi,320Mi,small
1721320253.801234,500m,406m,1000Mi,320Mi,small
1721320256.8413372,500m,406m,1000Mi,320Mi,small
1721320259.888264,500m,406m,1000Mi,320Mi,small
1721320262.942448,500m,406m,1000Mi,320Mi,small
1721320265.9885497,500m,406m,1000Mi,320Mi,small
1721320269.0307865,500m,406m,1000Mi,320Mi,small
1721320272.0766013,500m,433m,1000Mi,329Mi,small
1721320275.1250553,500m,433m,1000Mi,329Mi,small
1721320278.170348,500m,433m,1000Mi,329Mi,small
1721320281.2073417,500m,433m,1000Mi,329Mi,small
1721320284.2603014,500m,433m,1000Mi,329Mi,small
1721320287.4064348,500m,433m,1000Mi,329Mi,small
1721320290.4544454,500m,433m,1000Mi,329Mi,small
1721320293.49073,500m,433m,1000Mi,329Mi,small
1721320296.5374928,500m,433m,1000Mi,329Mi,small
1721320299.5821528,500m,433m,1000Mi,329Mi,small
1721320302.6223354,500m,453m,1000Mi,334Mi,small
1721320305.6704445,500m,453m,1000Mi,334Mi,small
1721320308.71618,500m,453m,1000Mi,334Mi,small
1721320311.8044713,500m,453m,1000Mi,334Mi,small
1721320314.8581676,500m,453m,1000Mi,334Mi,small
1721320317.9027836,500m,453m,1000Mi,334Mi,small
1721320320.9482741,500m,453m,1000Mi,334Mi,small
1721320324.0075684,500m,453m,1000Mi,334Mi,small
1721320327.0527103,500m,453m,1000Mi,334Mi,small
1721320330.1205497,500m,453m,1000Mi,334Mi,small
1721320333.1631489,500m,432m,1000Mi,325Mi,small
1721320336.2635455,500m,432m,1000Mi,325Mi,small
1721320339.3399065,500m,432m,1000Mi,325Mi,small
1721320342.386531,500m,432m,1000Mi,325Mi,small
