time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721318938.8596313,1500m,238m,1000Mi,207Mi,nano
1721318941.900853,1500m,238m,1000Mi,207Mi,nano
1721318944.9537766,1500m,238m,1000Mi,207Mi,nano
1721318947.99161,1500m,238m,1000Mi,207Mi,nano
1721318951.0436392,1500m,0m,1000Mi,207Mi,nano
1721318954.11427,1500m,0m,1000Mi,207Mi,nano
1721318957.157115,1500m,0m,1000Mi,207Mi,nano
1721318960.1965365,1500m,0m,1000Mi,207Mi,nano
1721318963.2407618,1500m,0m,1000Mi,207Mi,nano
1721318966.284634,1500m,0m,1000Mi,207Mi,nano
1721318969.3272128,1500m,0m,1000Mi,207Mi,nano
1721318972.3662155,1500m,0m,1000Mi,207Mi,nano
1721318975.4424632,1500m,0m,1000Mi,207Mi,nano
1721318978.5029418,1500m,0m,1000Mi,207Mi,nano
1721318981.577211,1500m,531m,1000Mi,282Mi,nano
1721318984.6278589,1500m,531m,1000Mi,282Mi,nano
1721318987.7152028,1500m,531m,1000Mi,282Mi,nano
1721318990.767656,1500m,531m,1000Mi,282Mi,nano
1721318993.8232121,1500m,531m,1000Mi,282Mi,nano
1721318997.0069075,1500m,531m,1000Mi,282Mi,nano
1721319000.0786152,1500m,531m,1000Mi,282Mi,nano
1721319003.1398325,1500m,531m,1000Mi,282Mi,nano
1721319006.2029474,1500m,531m,1000Mi,282Mi,nano
1721319009.278737,1500m,531m,1000Mi,282Mi,nano
1721319012.3562965,1500m,632m,1000Mi,282Mi,nano
1721319015.418408,1500m,632m,1000Mi,282Mi,nano
1721319018.4911911,1500m,632m,1000Mi,282Mi,nano
1721319021.5582206,1500m,632m,1000Mi,282Mi,nano
1721319024.6348379,1500m,632m,1000Mi,282Mi,nano
1721319027.7097042,1500m,632m,1000Mi,282Mi,nano
1721319030.78373,1500m,632m,1000Mi,282Mi,nano
1721319033.9586918,1500m,632m,1000Mi,282Mi,nano
1721319037.031117,1500m,632m,1000Mi,282Mi,nano
1721319040.125644,1500m,632m,1000Mi,282Mi,nano
1721319043.1998513,1500m,396m,1000Mi,287Mi,nano
1721319046.2882917,1500m,396m,1000Mi,287Mi,nano
1721319049.560761,1500m,396m,1000Mi,287Mi,nano
1721319052.6267073,1500m,396m,1000Mi,287Mi,nano
1721319055.706009,1500m,396m,1000Mi,287Mi,nano
1721319058.7770646,1500m,396m,1000Mi,287Mi,nano
1721319061.8462868,1500m,396m,1000Mi,287Mi,nano
1721319064.9201288,1500m,396m,1000Mi,287Mi,nano
1721319067.9913752,1500m,396m,1000Mi,287Mi,nano
1721319071.0471957,1500m,366m,1000Mi,281Mi,nano
1721319074.1074831,1500m,366m,1000Mi,281Mi,nano
1721319077.1717446,1500m,366m,1000Mi,281Mi,nano
1721319080.2232034,1500m,366m,1000Mi,281Mi,nano
1721319083.2933657,1500m,366m,1000Mi,281Mi,nano
1721319086.359957,1500m,366m,1000Mi,281Mi,nano
1721319089.434111,1500m,366m,1000Mi,281Mi,nano
1721319092.4953783,1500m,366m,1000Mi,281Mi,nano
1721319095.569691,1500m,366m,1000Mi,281Mi,nano
1721319098.6414778,1500m,366m,1000Mi,281Mi,nano
1721319101.7208107,1500m,554m,1000Mi,281Mi,nano
1721319104.7827919,1500m,554m,1000Mi,281Mi,nano
1721319107.8438737,1500m,554m,1000Mi,281Mi,nano
1721319110.901808,1500m,554m,1000Mi,281Mi,nano
1721319113.963822,1500m,554m,1000Mi,281Mi,nano
1721319117.0415833,1500m,554m,1000Mi,281Mi,nano
1721319120.1179957,1500m,554m,1000Mi,281Mi,nano
1721319123.1895974,1500m,554m,1000Mi,281Mi,nano
1721319126.2605772,1500m,554m,1000Mi,281Mi,nano
1721319129.3224237,1500m,554m,1000Mi,281Mi,nano
1721319132.394097,1500m,522m,1000Mi,280Mi,nano
1721319135.4450765,1500m,522m,1000Mi,280Mi,nano
1721319138.5081801,1500m,522m,1000Mi,280Mi,nano
