time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721317665.80383,1000m,189m,1000Mi,199Mi,nano
1721317668.84774,1000m,189m,1000Mi,199Mi,nano
1721317671.90451,1000m,189m,1000Mi,199Mi,nano
1721317674.98103,1000m,189m,1000Mi,199Mi,nano
1721317678.09847,1000m,189m,1000Mi,199Mi,nano
1721317681.13861,1000m,189m,1000Mi,199Mi,nano
1721317684.18244,1000m,189m,1000Mi,199Mi,nano
1721317687.23324,1000m,189m,1000Mi,199Mi,nano
1721317690.27749,1000m,189m,1000Mi,199Mi,nano
1721317693.32073,1000m,104m,1000Mi,270Mi,nano
1721317696.3641,1000m,104m,1000Mi,270Mi,nano
1721317699.48471,1000m,104m,1000Mi,270Mi,nano
1721317702.5268,1000m,104m,1000Mi,270Mi,nano
1721317705.56552,1000m,104m,1000Mi,270Mi,nano
1721317708.61188,1000m,104m,1000Mi,270Mi,nano
1721317711.65037,1000m,104m,1000Mi,270Mi,nano
1721317714.69514,1000m,104m,1000Mi,270Mi,nano
1721317717.73332,1000m,104m,1000Mi,270Mi,nano
1721317720.90268,1000m,653m,1000Mi,277Mi,nano
1721317723.94386,1000m,653m,1000Mi,277Mi,nano
1721317727.00448,1000m,653m,1000Mi,277Mi,nano
1721317730.04886,1000m,653m,1000Mi,277Mi,nano
1721317733.09105,1000m,653m,1000Mi,277Mi,nano
1721317736.13458,1000m,653m,1000Mi,277Mi,nano
1721317739.20209,1000m,653m,1000Mi,277Mi,nano
1721317742.2572,1000m,653m,1000Mi,277Mi,nano
1721317745.30593,1000m,653m,1000Mi,277Mi,nano
1721317748.35088,1000m,653m,1000Mi,277Mi,nano
1721317751.39197,1000m,363m,1000Mi,269Mi,nano
1721317754.43584,1000m,363m,1000Mi,269Mi,nano
1721317757.60921,1000m,363m,1000Mi,269Mi,nano
1721317760.64356,1000m,363m,1000Mi,269Mi,nano
1721317763.82043,1000m,363m,1000Mi,269Mi,nano
1721317766.86252,1000m,363m,1000Mi,269Mi,nano
1721317769.9033,1000m,363m,1000Mi,269Mi,nano
1721317773.00055,1000m,363m,1000Mi,269Mi,nano
1721317776.09793,1000m,363m,1000Mi,269Mi,nano
1721317779.1455,1000m,363m,1000Mi,269Mi,nano
1721317782.18733,1000m,635m,1000Mi,270Mi,nano
1721317785.22975,1000m,635m,1000Mi,270Mi,nano
1721317788.2928,1000m,635m,1000Mi,270Mi,nano
1721317791.33694,1000m,635m,1000Mi,270Mi,nano
1721317794.37921,1000m,635m,1000Mi,270Mi,nano
1721317797.70431,1000m,635m,1000Mi,270Mi,nano
1721317800.80524,1000m,635m,1000Mi,270Mi,nano
1721317803.84722,1000m,635m,1000Mi,270Mi,nano
1721317806.88609,1000m,635m,1000Mi,270Mi,nano
1721317809.95443,1000m,635m,1000Mi,270Mi,nano
1721317813.00853,1000m,416m,1000Mi,270Mi,nano
1721317816.05233,1000m,416m,1000Mi,270Mi,nano
1721317819.09539,1000m,416m,1000Mi,270Mi,nano
1721317822.13878,1000m,416m,1000Mi,270Mi,nano
1721317825.19852,1000m,416m,1000Mi,270Mi,nano
1721317828.24306,1000m,416m,1000Mi,270Mi,nano
1721317831.29029,1000m,416m,1000Mi,270Mi,nano
1721317834.39377,1000m,416m,1000Mi,270Mi,nano
1721317837.44257,1000m,416m,1000Mi,270Mi,nano
1721317840.4872,1000m,416m,1000Mi,270Mi,nano
1721317843.53073,1000m,626m,1000Mi,270Mi,nano
1721317846.57161,1000m,626m,1000Mi,270Mi,nano
1721317849.65122,1000m,626m,1000Mi,270Mi,nano
1721317852.7009,1000m,626m,1000Mi,270Mi,nano
1721317855.7735,1000m,626m,1000Mi,270Mi,nano
1721317858.82237,1000m,626m,1000Mi,270Mi,nano
1721317861.87161,1000m,626m,1000Mi,270Mi,nano
1721317864.95447,1000m,626m,1000Mi,270Mi,nano
1721317868.00367,1000m,626m,1000Mi,270Mi,nano
1721317871.0469,1000m,356m,1000Mi,286Mi,nano
1721317874.10092,1000m,356m,1000Mi,286Mi,nano
1721317877.2047,1000m,356m,1000Mi,286Mi,nano
1721317880.30006,1000m,356m,1000Mi,286Mi,nano
1721317883.35237,1000m,356m,1000Mi,286Mi,nano
1721317886.45775,1000m,356m,1000Mi,286Mi,nano
1721317889.50193,1000m,356m,1000Mi,286Mi,nano
1721317892.54821,1000m,356m,1000Mi,286Mi,nano
1721317895.59266,1000m,356m,1000Mi,286Mi,nano
1721317898.66307,1000m,356m,1000Mi,286Mi,nano
1721317901.7108,1000m,664m,1000Mi,279Mi,nano
1721317904.75977,1000m,664m,1000Mi,279Mi,nano
1721317907.80256,1000m,664m,1000Mi,279Mi,nano
1721317910.85171,1000m,664m,1000Mi,279Mi,nano
1721317913.94332,1000m,664m,1000Mi,279Mi,nano
1721317916.98732,1000m,664m,1000Mi,279Mi,nano
1721317920.02994,1000m,664m,1000Mi,279Mi,nano
1721317923.10593,1000m,664m,1000Mi,279Mi,nano
1721317926.15148,1000m,664m,1000Mi,279Mi,nano
1721317929.18792,1000m,664m,1000Mi,279Mi,nano
1721317932.23153,1000m,314m,1000Mi,287Mi,nano
1721317935.27697,1000m,314m,1000Mi,287Mi,nano
1721317938.33205,1000m,314m,1000Mi,287Mi,nano
1721317941.37608,1000m,314m,1000Mi,287Mi,nano
1721317944.42522,1000m,314m,1000Mi,287Mi,nano
1721317947.46817,1000m,314m,1000Mi,287Mi,nano
1721317950.59912,1000m,314m,1000Mi,287Mi,nano
1721317954.10953,1000m,314m,1000Mi,287Mi,nano
1721317957.20635,1000m,314m,1000Mi,287Mi,nano
1721317960.27346,1000m,314m,1000Mi,287Mi,nano
1721317963.32267,1000m,431m,1000Mi,266Mi,nano
1721317966.36742,1000m,431m,1000Mi,266Mi,nano
1721317969.50631,1000m,431m,1000Mi,266Mi,nano
1721317972.55679,1000m,431m,1000Mi,266Mi,nano
1721317975.60357,1000m,431m,1000Mi,266Mi,nano
1721317978.63762,1000m,431m,1000Mi,266Mi,nano
1721317981.67995,1000m,431m,1000Mi,266Mi,nano
1721317984.81308,1000m,431m,1000Mi,266Mi,nano
1721317987.85731,1000m,431m,1000Mi,266Mi,nano
1721317990.90701,1000m,417m,1000Mi,277Mi,nano
1721317993.95099,1000m,417m,1000Mi,277Mi,nano
1721317996.99524,1000m,417m,1000Mi,277Mi,nano
1721318000.03568,1000m,417m,1000Mi,277Mi,nano
1721318003.08744,1000m,417m,1000Mi,277Mi,nano
1721318006.12806,1000m,417m,1000Mi,277Mi,nano
1721318009.32508,1000m,417m,1000Mi,277Mi,nano
1721318012.37188,1000m,417m,1000Mi,277Mi,nano
1721318015.41629,1000m,417m,1000Mi,277Mi,nano
1721318018.46357,1000m,417m,1000Mi,277Mi,nano
1721318021.51653,1000m,538m,1000Mi,268Mi,nano
1721318024.56124,1000m,538m,1000Mi,268Mi,nano
1721318027.91068,1000m,538m,1000Mi,268Mi,nano
1721318030.95603,1000m,538m,1000Mi,268Mi,nano
1721318034.00631,1000m,538m,1000Mi,268Mi,nano
1721318037.07642,1000m,538m,1000Mi,268Mi,nano
1721318040.118,1000m,538m,1000Mi,268Mi,nano
1721318043.16854,1000m,538m,1000Mi,268Mi,nano
1721318046.22006,1000m,538m,1000Mi,268Mi,nano
1721318049.2613,1000m,538m,1000Mi,268Mi,nano
1721318052.30362,1000m,373m,1000Mi,276Mi,nano
1721318055.34799,1000m,373m,1000Mi,276Mi,nano
1721318058.402,1000m,373m,1000Mi,276Mi,nano
1721318061.44392,1000m,373m,1000Mi,276Mi,nano
1721318064.48607,1000m,373m,1000Mi,276Mi,nano
1721318067.52975,1000m,373m,1000Mi,276Mi,nano
1721318070.60392,1000m,373m,1000Mi,276Mi,nano
1721318073.64371,1000m,373m,1000Mi,276Mi,nano
1721318076.68987,1000m,373m,1000Mi,276Mi,nano
1721318079.89841,1000m,373m,1000Mi,276Mi,nano
