time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721417832.4737473,1500m,304m,1000Mi,198Mi,nano
1721417835.524498,1500m,0m,1000Mi,198Mi,nano
1721417838.5673285,1500m,0m,1000Mi,198Mi,nano
1721417841.9231567,1500m,0m,1000Mi,198Mi,nano
1721417844.993529,1500m,0m,1000Mi,198Mi,nano
1721417848.03903,1500m,0m,1000Mi,198Mi,nano
1721417851.0792432,1500m,0m,1000Mi,198Mi,nano
1721417854.1280582,1500m,0m,1000Mi,198Mi,nano
1721417857.169219,1500m,0m,1000Mi,198Mi,nano
1721417860.2092202,1500m,0m,1000Mi,198Mi,nano
1721417863.2524102,1500m,0m,1000Mi,198Mi,nano
1721417866.294688,1500m,160m,1000Mi,271Mi,nano
1721417869.3381593,1500m,160m,1000Mi,271Mi,nano
1721417872.383541,1500m,160m,1000Mi,271Mi,nano
1721417875.5402484,1500m,160m,1000Mi,271Mi,nano
1721417878.587744,1500m,160m,1000Mi,271Mi,nano
1721417881.6406825,1500m,160m,1000Mi,271Mi,nano
1721417884.680621,1500m,160m,1000Mi,271Mi,nano
1721417887.7228088,1500m,160m,1000Mi,271Mi,nano
1721417890.7695837,1500m,160m,1000Mi,271Mi,nano
1721417893.8264005,1500m,160m,1000Mi,271Mi,nano
1721417896.8725817,1500m,477m,1000Mi,271Mi,nano
1721417899.9203598,1500m,477m,1000Mi,271Mi,nano
1721417902.9578037,1500m,477m,1000Mi,271Mi,nano
1721417906.007116,1500m,477m,1000Mi,271Mi,nano
1721417909.052075,1500m,477m,1000Mi,271Mi,nano
1721417912.1143625,1500m,477m,1000Mi,271Mi,nano
1721417915.1570477,1500m,477m,1000Mi,271Mi,nano
1721417918.2099853,1500m,477m,1000Mi,271Mi,nano
1721417921.3469682,1500m,477m,1000Mi,271Mi,nano
1721417924.3925846,1500m,382m,1000Mi,271Mi,nano
1721417927.4402776,1500m,382m,1000Mi,271Mi,nano
1721417930.478479,1500m,382m,1000Mi,271Mi,nano
1721417933.5909324,1500m,382m,1000Mi,271Mi,nano
1721417936.6653445,1500m,382m,1000Mi,271Mi,nano
1721417939.7030036,1500m,382m,1000Mi,271Mi,nano
1721417942.7591727,1500m,382m,1000Mi,271Mi,nano
1721417945.8090906,1500m,382m,1000Mi,271Mi,nano
1721417948.8552978,1500m,382m,1000Mi,271Mi,nano
1721417951.8910189,1500m,382m,1000Mi,271Mi,nano
1721417954.9353466,1500m,533m,1000Mi,284Mi,nano
1721417957.9837763,1500m,533m,1000Mi,284Mi,nano
1721417961.0306356,1500m,533m,1000Mi,284Mi,nano
1721417964.0931132,1500m,533m,1000Mi,284Mi,nano
1721417967.1441984,1500m,533m,1000Mi,284Mi,nano
1721417970.183042,1500m,533m,1000Mi,284Mi,nano
1721417973.2246926,1500m,533m,1000Mi,284Mi,nano
1721417976.2625632,1500m,533m,1000Mi,284Mi,nano
1721417979.310765,1500m,533m,1000Mi,284Mi,nano
1721417982.3586159,1500m,533m,1000Mi,284Mi,nano
1721417985.3983998,1500m,266m,1000Mi,280Mi,nano
1721417988.4373407,1500m,266m,1000Mi,280Mi,nano
1721417991.4823997,1500m,266m,1000Mi,280Mi,nano
1721417994.5275946,1500m,266m,1000Mi,280Mi,nano
