time,cpu_request,cpu_usage,memory_request,memory_usage,model,model_acc,processing_delay(ms)
1721412065.62334,500m,417m,1000Mi,282Mi,nano,37.3,358.084440231323
1721412068.83065,500m,417m,1000Mi,282Mi,nano,37.3,375.388622283936
1721412071.87875,500m,417m,1000Mi,282Mi,nano,37.3,338.380336761475
1721412074.96304,500m,311m,1000Mi,291Mi,nano,37.3,347.379446029663
1721412078.00904,500m,311m,1000Mi,291Mi,nano,37.3,346.39310836792
1721412081.07255,500m,311m,1000Mi,291Mi,nano,37.3,413.698196411133
1721412087.08653,500m,311m,1000Mi,291Mi,nano,37.3,369.807481765747
1721412090.13046,500m,311m,1000Mi,291Mi,nano,37.3,349.10249710083
1721412093.16999,500m,311m,1000Mi,291Mi,nano,37.3,376.766443252563
1721412096.20686,500m,311m,1000Mi,291Mi,nano,37.3,370.957374572754
1721412099.24518,500m,311m,1000Mi,291Mi,nano,37.3,355.209350585937
1721412102.28178,500m,311m,1000Mi,291Mi,nano,37.3,384.969711303711
1721412105.33019,500m,330m,1000Mi,287Mi,nano,37.3,356.640815734863
1721412108.3753,500m,330m,1000Mi,287Mi,nano,37.3,325.14762878418
1721412111.41591,500m,330m,1000Mi,287Mi,nano,37.3,358.139991760254
1721412114.45779,500m,330m,1000Mi,287Mi,nano,37.3,388.738393783569
1721412117.5111,500m,330m,1000Mi,287Mi,nano,37.3,338.642597198486
1721412120.57295,500m,330m,1000Mi,287Mi,nano,37.3,352.910041809082
1721412123.61629,500m,330m,1000Mi,287Mi,nano,37.3,380.088090896606
1721412126.66445,500m,330m,1000Mi,287Mi,nano,37.3,358.550071716309
1721412129.71185,500m,330m,1000Mi,287Mi,nano,37.3,400.006294250488
1721412132.76121,500m,330m,1000Mi,287Mi,nano,37.3,370.644330978394
1721412135.79798,500m,318m,1000Mi,294Mi,nano,37.3,310.031890869141
1721412138.84065,500m,318m,1000Mi,294Mi,nano,37.3,355.325937271118
1721412141.89175,500m,318m,1000Mi,294Mi,nano,37.3,377.026557922363
1721412144.95634,500m,318m,1000Mi,294Mi,nano,37.3,346.660137176514
1721412148.01497,500m,318m,1000Mi,294Mi,nano,37.3,395.235300064087
1721412151.06794,500m,318m,1000Mi,294Mi,nano,37.3,353.998899459839
1721412154.11082,500m,318m,1000Mi,294Mi,nano,37.3,367.233514785767
1721412157.1501,500m,318m,1000Mi,294Mi,nano,37.3,355.404853820801
1721412160.18917,500m,318m,1000Mi,294Mi,nano,37.3,374.000549316406
1721412163.28135,500m,318m,1000Mi,294Mi,nano,37.3,397.071838378906
1721412166.38051,500m,420m,1000Mi,287Mi,nano,37.3,349.379777908325
1721412169.42595,500m,420m,1000Mi,287Mi,nano,37.3,401.309967041016
