Time,Model Name,File Name,Propagation Delay (s),Processing Delay (ms),E2E Delay (s),location,core,model_acc,ram
1721414668.3861947,nano,6.jpg,0.4519977569580078,2671.942710876465,3.154817581176758,belgium,1000,37.3,1000
1721414669.047003,nano,6.jpg,0.44303202629089355,197.43609428405762,0.6600146293640137,belgium,1000,37.3,1000
1721414669.559208,nano,6.jpg,0.2841637134552002,203.3851146697998,0.5114338397979736,belgium,1000,37.3,1000
1721414670.022555,nano,6.jpg,0.23382139205932617,205.87754249572754,0.4626331329345703,belgium,1000,37.3,1000
1721414670.6128395,nano,6.jpg,0.3669850826263428,200.82545280456543,0.5890622138977051,belgium,1000,37.3,1000
1721414671.0357234,nano,6.jpg,0.18928289413452148,209.78116989135742,0.42212629318237305,belgium,1000,37.3,1000
1721414671.6542842,nano,6.jpg,0.3927619457244873,211.41958236694336,0.6178543567657471,belgium,1000,37.3,1000
1721414672.1583703,nano,6.jpg,0.27397584915161133,203.4738063812256,0.5033924579620361,belgium,1000,37.3,1000
1721414672.6711378,nano,6.jpg,0.29457926750183105,203.38869094848633,0.5120642185211182,belgium,1000,37.3,1000
1721414673.1156929,nano,6.jpg,0.2071700096130371,210.01482009887695,0.44371604919433594,belgium,1000,37.3,1000
1721414673.6738565,nano,6.jpg,0.3262331485748291,208.7388038635254,0.5574851036071777,belgium,1000,37.3,1000
1721414674.0586543,nano,6.jpg,0.1603713035583496,200.7598876953125,0.38385963439941406,belgium,1000,37.3,1000
1721414674.7252812,nano,6.jpg,0.4445221424102783,200.51145553588867,0.6659116744995117,belgium,1000,37.3,1000
1721414675.2920218,nano,6.jpg,0.28841733932495117,249.86648559570312,0.5659182071685791,belgium,1000,37.3,1000
1721414675.7257783,nano,6.jpg,0.21606063842773438,201.36165618896484,0.4330289363861084,belgium,1000,37.3,1000
1721414676.3510232,nano,6.jpg,0.39813923835754395,203.1078338623047,0.6245894432067871,belgium,1000,37.3,1000
1721414676.7688212,nano,6.jpg,0.16645002365112305,223.5584259033203,0.4166710376739502,belgium,1000,37.3,1000
1721414677.6247156,nano,6.jpg,0.6299855709075928,201.63297653198242,0.8551833629608154,belgium,1000,37.3,1000
1721414678.0578513,nano,6.jpg,0.1913754940032959,213.90175819396973,0.43174242973327637,belgium,1000,37.3,1000
1721414678.6550765,nano,6.jpg,0.38077878952026367,196.2270736694336,0.5964829921722412,belgium,1000,37.3,1000
1721414679.1468594,nano,6.jpg,0.2536776065826416,211.5645408630371,0.49114537239074707,belgium,1000,37.3,1000
1721414679.6904855,nano,6.jpg,0.31872010231018066,201.27058029174805,0.5429894924163818,belgium,1000,37.3,1000
1721414680.1076243,nano,6.jpg,0.18382048606872559,209.08761024475098,0.4163994789123535,belgium,1000,37.3,1000
1721414680.6254792,nano,6.jpg,0.2991061210632324,198.31514358520508,0.517096996307373,belgium,1000,37.3,1000
1721414681.0448377,nano,6.jpg,0.18042778968811035,213.8822078704834,0.4185497760772705,belgium,1000,37.3,1000
1721414681.8376007,nano,6.jpg,0.5561573505401611,216.69316291809082,0.7920763492584229,belgium,1000,37.3,1000
1721414682.4804952,nano,6.jpg,0.4174501895904541,200.98471641540527,0.6421422958374023,belgium,1000,37.3,1000
1721414696.9157705,nano,6.jpg,0.19531559944152832,207.46970176696777,0.42192530632019043,belgium,1000,37.3,1000
1721414697.5649023,nano,6.jpg,0.42278456687927246,203.65118980407715,0.6484768390655518,belgium,1000,37.3,1000
1721414698.2438812,nano,6.jpg,0.43003344535827637,216.18223190307617,0.6783463954925537,belgium,1000,37.3,1000
1721414698.853529,nano,6.jpg,0.3811311721801758,203.80616188049316,0.6079301834106445,belgium,1000,37.3,1000
1721414699.349363,nano,6.jpg,0.2650876045227051,205.4128646850586,0.4951598644256592,belgium,1000,37.3,1000
1721414699.9721627,nano,6.jpg,0.39920568466186523,201.6310691833496,0.6220250129699707,belgium,1000,37.3,1000
1721414700.3564656,nano,6.jpg,0.15548920631408691,208.33492279052734,0.38364505767822266,belgium,1000,37.3,1000
1721414700.9345505,nano,6.jpg,0.3500669002532959,207.35692977905273,0.5773336887359619,belgium,1000,37.3,1000
1721414701.4037046,nano,6.jpg,0.2421283721923828,202.04567909240723,0.46849536895751953,belgium,1000,37.3,1000
1721414701.94744,nano,6.jpg,0.3202505111694336,204.8053741455078,0.5430953502655029,belgium,1000,37.3,1000
1721414702.3669446,nano,6.jpg,0.19002985954284668,205.81936836242676,0.4187779426574707,belgium,1000,37.3,1000
1721414706.008634,nano,6.jpg,3.4066007137298584,216.72797203063965,3.6410305500030518,belgium,1000,37.3,1000
1721414706.415576,nano,6.jpg,0.16930294036865234,212.42666244506836,0.40610504150390625,belgium,1000,37.3,1000
1721414707.187737,nano,6.jpg,0.5397975444793701,210.3283405303955,0.770869255065918,belgium,1000,37.3,1000
1721414707.5729232,nano,6.jpg,0.14447402954101562,218.68181228637695,0.38442468643188477,belgium,1000,37.3,1000
1721414708.2248487,nano,6.jpg,0.39755916595458984,231.84823989868164,0.6510252952575684,belgium,1000,37.3,1000
1721414708.6395226,nano,6.jpg,0.18761920928955078,211.8053436279297,0.4138507843017578,belgium,1000,37.3,1000
1721414709.23784,nano,6.jpg,0.365281343460083,209.1364860534668,0.5975420475006104,belgium,1000,37.3,1000
1721414709.691999,nano,6.jpg,0.22827386856079102,201.55692100524902,0.4533348083496094,belgium,1000,37.3,1000
1721414710.2778409,nano,6.jpg,0.34256958961486816,215.29197692871094,0.5843966007232666,belgium,1000,37.3,1000
1721414711.1855536,nano,6.jpg,0.6700150966644287,213.8659954071045,0.9069831371307373,belgium,1000,37.3,1000
1721414711.656314,nano,6.jpg,0.22840547561645508,210.03150939941406,0.4691751003265381,belgium,1000,37.3,1000
1721414714.290642,nano,6.jpg,2.3896708488464355,216.35007858276367,2.633568048477173,belgium,1000,37.3,1000
1721414714.7221563,nano,6.jpg,0.1911909580230713,216.08233451843262,0.42980360984802246,belgium,1000,37.3,1000
1721414715.3098419,nano,6.jpg,0.36348819732666016,205.10196685791016,0.5869994163513184,belgium,1000,37.3,1000
1721414715.7254605,nano,6.jpg,0.19001412391662598,201.75623893737793,0.4149453639984131,belgium,1000,37.3,1000
1721414716.2777061,nano,6.jpg,0.3200528621673584,202.23474502563477,0.5515098571777344,belgium,1000,37.3,1000
1721414716.7929375,nano,6.jpg,0.2646212577819824,231.71114921569824,0.5144875049591064,belgium,1000,37.3,1000
1721414717.3966508,nano,6.jpg,0.3739955425262451,204.54740524291992,0.6030416488647461,belgium,1000,37.3,1000
1721414717.766275,nano,6.jpg,0.13443613052368164,211.56740188598633,0.36895203590393066,belgium,1000,37.3,1000
1721414718.3337164,nano,6.jpg,0.3038020133972168,234.81130599975586,0.5653975009918213,belgium,1000,37.3,1000
1721414721.8431582,nano,6.jpg,3.258345603942871,221.11916542053223,3.5082015991210938,belgium,1000,37.3,1000
1721414722.4426904,nano,6.jpg,0.37067461013793945,201.63822174072266,0.5982532501220703,belgium,1000,37.3,1000
1721414722.8639553,nano,6.jpg,0.1887662410736084,207.79156684875488,0.4198431968688965,belgium,1000,37.3,1000
1721414723.4865508,nano,6.jpg,0.35369372367858887,247.9104995727539,0.6218466758728027,belgium,1000,37.3,1000
1721414724.002598,nano,6.jpg,0.28838133811950684,207.4453830718994,0.5152289867401123,belgium,1000,37.3,1000
1721414724.643398,nano,6.jpg,0.4105982780456543,199.8426914215088,0.6394059658050537,belgium,1000,37.3,1000
1721414726.1182606,nano,6.jpg,1.2426095008850098,207.56053924560547,1.473630428314209,belgium,1000,37.3,1000
1721414726.7091215,nano,6.jpg,0.36434125900268555,202.87442207336426,0.588916540145874,belgium,1000,37.3,1000
1721414727.109741,nano,6.jpg,0.17118549346923828,202.927827835083,0.3996922969818115,belgium,1000,37.3,1000
1721414727.6480618,nano,6.jpg,0.30455970764160156,213.87481689453125,0.5374505519866943,belgium,1000,37.3,1000
1721414728.0770144,nano,6.jpg,0.1827540397644043,216.91036224365234,0.4281308650970459,belgium,1000,37.3,1000
1721414728.700643,nano,6.jpg,0.39898133277893066,206.48574829101562,0.6229586601257324,belgium,1000,37.3,1000
1721414729.2299223,nano,6.jpg,0.3026425838470459,204.35094833374023,0.5285427570343018,belgium,1000,37.3,1000
1721414729.6037521,nano,6.jpg,0.15346193313598633,199.30672645568848,0.37315845489501953,belgium,1000,37.3,1000
1721414730.1740541,nano,6.jpg,0.33867478370666504,204.9276828765869,0.5692675113677979,belgium,1000,37.3,1000
1721414730.5848262,nano,6.jpg,0.18766474723815918,203.47118377685547,0.4100649356842041,belgium,1000,37.3,1000
1721414731.2254643,nano,6.jpg,0.39815354347229004,214.97583389282227,0.6399269104003906,belgium,1000,37.3,1000
1721414731.68427,nano,6.jpg,0.2263181209564209,212.4652862548828,0.45795130729675293,belgium,1000,37.3,1000
1721414732.224247,nano,6.jpg,0.31641244888305664,201.23744010925293,0.5390851497650146,belgium,1000,37.3,1000
1721414732.6798728,nano,6.jpg,0.22086858749389648,199.16677474975586,0.4547898769378662,belgium,1000,37.3,1000
1721414733.4034922,nano,6.jpg,0.43921542167663574,258.53633880615234,0.7228884696960449,belgium,1000,37.3,1000
1721414733.813298,nano,6.jpg,0.17812681198120117,204.06341552734375,0.40728259086608887,belgium,1000,37.3,1000
1721414734.4414282,nano,6.jpg,0.40607166290283203,201.72405242919922,0.6273055076599121,belgium,1000,37.3,1000
1721414734.8455644,nano,6.jpg,0.16732120513916016,206.9075107574463,0.4034261703491211,belgium,1000,37.3,1000
1721414735.359155,nano,6.jpg,0.291088342666626,202.78120040893555,0.5127015113830566,belgium,1000,37.3,1000
1721414735.7746236,nano,6.jpg,0.1683945655822754,222.64742851257324,0.414722204208374,belgium,1000,37.3,1000
1721414736.3075793,nano,6.jpg,0.30582594871520996,204.0562629699707,0.5321946144104004,belgium,1000,37.3,1000
1721414736.7709513,nano,6.jpg,0.21004533767700195,223.2809066772461,0.4626326560974121,belgium,1000,37.3,1000
1721414737.3318057,nano,6.jpg,0.3436760902404785,197.6330280303955,0.5600686073303223,belgium,1000,37.3,1000
1721414744.9402814,nano,6.jpg,7.365409851074219,218.64032745361328,7.607608795166016,belgium,1000,37.3,1000
1721414745.4662666,nano,6.jpg,0.29810190200805664,205.05380630493164,0.5253095626831055,belgium,1000,37.3,1000
1721414745.9221368,nano,6.jpg,0.22450542449951172,206.7086696624756,0.45519542694091797,belgium,1000,37.3,1000
1721414746.5699716,nano,6.jpg,0.4114069938659668,206.17365837097168,0.6471021175384521,belgium,1000,37.3,1000
1721414747.0272524,nano,6.jpg,0.221207857131958,214.39647674560547,0.45642518997192383,belgium,1000,37.3,1000
1721414747.5837448,nano,6.jpg,0.3231494426727295,204.99467849731445,0.5557894706726074,belgium,1000,37.3,1000
1721414748.226296,nano,6.jpg,0.4076848030090332,217.56219863891602,0.641747236251831,belgium,1000,37.3,1000
