time,cpu_request,memory_request,model,model_acc,processing_delay(s)
1731675724.1074772,500.0,500.0,1.0,44.9,4.602494478225708
1731675728.5438142,1000.0,500.0,1.0,44.9,4.030464172363281
1731675733.1216676,1500.0,500.0,1.0,44.9,4.273356676101685
1731675738.3778572,500.0,500.0,1.0,44.9,4.763441562652588
1731675741.6766367,1000.0,500.0,1.0,44.9,2.9035484790802
1731675744.8867202,1500.0,500.0,1.0,44.9,2.8529508113861084
1731675745.7731605,500.0,500.0,1.0,44.9,0.6952905654907227
1731675746.5863929,1000.0,500.0,1.0,44.9,0.5309109687805176
1731675747.2066534,1500.0,500.0,1.0,44.9,0.4582228660583496
1731675748.1004221,500.0,500.0,1.0,44.9,0.6922614574432373
1731675748.697274,1000.0,500.0,1.0,44.9,0.35837888717651367
1731675749.1867518,1500.0,500.0,1.0,44.9,0.3540329933166504
1731675750.3304963,500.0,500.0,1.0,44.9,0.5977706909179688
1731675751.2086647,1000.0,500.0,1.0,44.9,0.5294020175933838
1731675751.9416785,1500.0,500.0,1.0,44.9,0.4339785575866699
1731675753.1943305,500.0,500.0,1.0,44.9,0.6583034992218018
1731675753.9367104,1000.0,500.0,1.0,44.9,0.39098119735717773
1731675754.634536,1500.0,500.0,1.0,44.9,0.35216808319091797
1731675755.5156693,500.0,500.0,1.0,44.9,0.639458417892456
1731675756.2358358,1000.0,500.0,1.0,44.9,0.572580099105835
1731675756.8346598,1500.0,500.0,1.0,44.9,0.44800758361816406
1731675757.7795105,500.0,500.0,1.0,44.9,0.6475207805633545
1731675758.2682815,1000.0,500.0,1.0,44.9,0.3558785915374756
1731675758.7721195,1500.0,500.0,1.0,44.9,0.36319732666015625
1731675760.1064441,500.0,500.0,1.0,44.9,0.6160497665405273
1731675760.945885,1000.0,500.0,1.0,44.9,0.5415902137756348
1731675761.793772,1500.0,500.0,1.0,44.9,0.44211292266845703
1731675762.9705517,500.0,500.0,1.0,44.9,0.6903131008148193
1731675763.6432934,1000.0,500.0,1.0,44.9,0.3600900173187256
1731675764.3551645,1500.0,500.0,1.0,44.9,0.3407437801361084
1731675765.1974916,500.0,500.0,1.0,44.9,0.7026515007019043
1731675765.9294412,1000.0,500.0,1.0,44.9,0.5655238628387451
1731675766.7017448,1500.0,500.0,1.0,44.9,0.5077488422393799
1731675767.580105,500.0,500.0,1.0,44.9,0.6798679828643799
1731675768.078361,1000.0,500.0,1.0,44.9,0.3559913635253906
1731675768.6514158,1500.0,500.0,1.0,44.9,0.3372979164123535
1731675769.682073,500.0,500.0,1.0,44.9,0.6241564750671387
1731675770.6484296,1000.0,500.0,1.0,44.9,0.5829150676727295
1731675771.5165622,1500.0,500.0,1.0,44.9,0.4589991569519043
1731675772.6834297,500.0,500.0,1.0,44.9,0.6751580238342285
1731675773.3149145,1000.0,500.0,1.0,44.9,0.3597433567047119
1731675774.0504894,1500.0,500.0,1.0,44.9,0.3446004390716553
1731675774.8874729,500.0,500.0,1.0,44.9,0.7176728248596191
1731675775.6909835,1000.0,500.0,1.0,44.9,0.6465151309967041
1731675776.4028947,1500.0,500.0,1.0,44.9,0.4445972442626953
1731675777.2642395,500.0,500.0,1.0,44.9,0.6750991344451904
1731675777.9075615,1000.0,500.0,1.0,44.9,0.38435912132263184
1731675778.3721666,1500.0,500.0,1.0,44.9,0.337078332901001
1731675779.5956275,500.0,500.0,1.0,44.9,0.61399245262146
1731675780.5627255,1000.0,500.0,1.0,44.9,0.5280556678771973
1731675781.3279383,1500.0,500.0,1.0,44.9,0.4605436325073242
1731675782.4883814,500.0,500.0,1.0,44.9,0.6681597232818604
1731675783.2437046,1000.0,500.0,1.0,44.9,0.3594169616699219
1731675783.8187132,1500.0,500.0,1.0,44.9,0.3211710453033447
1731676132.406535,500.0,500.0,0.0,37.3,3.5034122467041016
1731676134.933671,1000.0,500.0,0.0,37.3,2.2594432830810547
1731676137.6841874,1500.0,500.0,0.0,37.3,2.3929190635681152
1731676142.5236442,500.0,500.0,0.0,37.3,4.274239778518677
1731676145.3406787,1000.0,500.0,0.0,37.3,2.5429532527923584
1731676147.8625739,1500.0,500.0,0.0,37.3,2.2410645484924316
1731676148.3622947,500.0,500.0,0.0,37.3,0.21726083755493164
1731676148.658431,1000.0,500.0,0.0,37.3,0.1501154899597168
1731676148.9220958,1500.0,500.0,0.0,37.3,0.13094735145568848
1731676149.5734713,500.0,500.0,0.0,37.3,0.33489394187927246
1731676149.9026473,1000.0,500.0,0.0,37.3,0.1757972240447998
1731676150.1889827,1500.0,500.0,0.0,37.3,0.1425180435180664
1731676151.1092649,500.0,500.0,0.0,37.3,0.20617032051086426
1731676151.6100028,1000.0,500.0,0.0,37.3,0.14636802673339844
1731676152.2327516,1500.0,500.0,0.0,37.3,0.14232254028320312
1731676153.062051,500.0,500.0,0.0,37.3,0.35350608825683594
1731676153.5387034,1000.0,500.0,0.0,37.3,0.18512177467346191
1731676154.1567757,1500.0,500.0,0.0,37.3,0.1441652774810791
1731676154.615262,500.0,500.0,0.0,37.3,0.22322654724121094
1731676155.034278,1000.0,500.0,0.0,37.3,0.14609885215759277
1731676155.3044019,1500.0,500.0,0.0,37.3,0.13852429389953613
1731676155.859217,500.0,500.0,0.0,37.3,0.3527052402496338
1731676156.1859384,1000.0,500.0,0.0,37.3,0.1822655200958252
1731676156.557207,1500.0,500.0,0.0,37.3,0.13907432556152344
1731676157.2030027,500.0,500.0,0.0,37.3,0.21938204765319824
1731676157.6201084,1000.0,500.0,0.0,37.3,0.13474535942077637
1731676158.1292856,1500.0,500.0,0.0,37.3,0.1374979019165039
1731676158.8966763,500.0,500.0,0.0,37.3,0.33556270599365234
1731676159.3818524,1000.0,500.0,0.0,37.3,0.18432831764221191
1731676159.928367,1500.0,500.0,0.0,37.3,0.14496827125549316
1731676160.2815235,500.0,500.0,0.0,37.3,0.17255401611328125
1731676160.670284,1000.0,500.0,0.0,37.3,0.13242387771606445
1731676160.9382062,1500.0,500.0,0.0,37.3,0.13576388359069824
1731676161.4767132,500.0,500.0,0.0,37.3,0.33547186851501465
1731676161.9147098,1000.0,500.0,0.0,37.3,0.17697429656982422
1731676162.1843953,1500.0,500.0,0.0,37.3,0.12751245498657227
1731676162.8091326,500.0,500.0,0.0,37.3,0.21120333671569824
1731676163.32323,1000.0,500.0,0.0,37.3,0.12871646881103516
1731676163.8118594,1500.0,500.0,0.0,37.3,0.14731121063232422
1731676164.5824893,500.0,500.0,0.0,37.3,0.27397799491882324
1731676165.1472862,1000.0,500.0,0.0,37.3,0.17994308471679688
1731676165.5485778,1500.0,500.0,0.0,37.3,0.13509082794189453
1731676165.9734716,500.0,500.0,0.0,37.3,0.2483959197998047
1731676166.3612947,1000.0,500.0,0.0,37.3,0.1408677101135254
1731676166.623877,1500.0,500.0,0.0,37.3,0.12670326232910156
1731676167.097732,500.0,500.0,0.0,37.3,0.3328583240509033
1731676167.523733,1000.0,500.0,0.0,37.3,0.17715048789978027
1731676167.7830245,1500.0,500.0,0.0,37.3,0.13068461418151855
1731676168.690158,500.0,500.0,0.0,37.3,0.1971607208251953
1731676169.0770073,1000.0,500.0,0.0,37.3,0.12749242782592773
1731676169.4728324,1500.0,500.0,0.0,37.3,0.13904619216918945
1731676170.3122163,500.0,500.0,0.0,37.3,0.3004422187805176
1731676170.7687213,1000.0,500.0,0.0,37.3,0.1821913719177246
1731676171.3849437,1500.0,500.0,0.0,37.3,0.14625954627990723
1731676171.76493,500.0,500.0,0.0,37.3,0.19544529914855957
1731676172.013029,1000.0,500.0,0.0,37.3,0.1273350715637207
1731676172.2841077,1500.0,500.0,0.0,37.3,0.13234376907348633
1731676172.8912368,500.0,500.0,0.0,37.3,0.29846739768981934
1731676173.2300189,1000.0,500.0,0.0,37.3,0.19045782089233398
1731676173.4954317,1500.0,500.0,0.0,37.3,0.13148999214172363
1731676174.400311,500.0,500.0,0.0,37.3,0.20422625541687012
1731676174.9003823,1000.0,500.0,0.0,37.3,0.15449285507202148
1731676175.3082871,1500.0,500.0,0.0,37.3,0.14047598838806152
1731676176.1817305,500.0,500.0,0.0,37.3,0.3390536308288574
1731676176.6385396,1000.0,500.0,0.0,37.3,0.18787026405334473
1731676177.2442968,1500.0,500.0,0.0,37.3,0.14513826370239258
1731676177.6009398,500.0,500.0,0.0,37.3,0.23066306114196777
1731676178.0029647,1000.0,500.0,0.0,37.3,0.1334519386291504
1731676178.3721302,1500.0,500.0,0.0,37.3,0.13324952125549316
1731676179.1589394,500.0,500.0,0.0,37.3,0.3031580448150635
1731676179.4959161,1000.0,500.0,0.0,37.3,0.18783879280090332
1731676179.8777661,1500.0,500.0,0.0,37.3,0.1416001319885254
1731676180.5766315,500.0,500.0,0.0,37.3,0.19997453689575195
1731676180.8797336,1000.0,500.0,0.0,37.3,0.17113232612609863
1731676181.501781,1500.0,500.0,0.0,37.3,0.15187788009643555
1731676181.9725783,500.0,500.0,0.0,37.3,0.27726054191589355
1731676182.4453502,1000.0,500.0,0.0,37.3,0.17983627319335938
1731676183.0643349,1500.0,500.0,0.0,37.3,0.1486339569091797
1731676183.8651795,500.0,500.0,0.0,37.3,0.21574974060058594
1731676184.277818,1000.0,500.0,0.0,37.3,0.1347033977508545
1731676184.869535,1500.0,500.0,0.0,37.3,0.13809633255004883
1731676185.6521926,500.0,500.0,0.0,37.3,0.30655550956726074
1731676186.2278187,1000.0,500.0,0.0,37.3,0.1785588264465332
1731676186.4991133,1500.0,500.0,0.0,37.3,0.13583040237426758
1731676186.8884149,500.0,500.0,0.0,37.3,0.25803351402282715
1731676187.2534423,1000.0,500.0,0.0,37.3,0.1354968547821045
1731676187.5339465,1500.0,500.0,0.0,37.3,0.1460258960723877
1731676188.1890519,500.0,500.0,0.0,37.3,0.3433873653411865
1731676188.5172422,1000.0,500.0,0.0,37.3,0.18630051612854004
1731676188.9200244,1500.0,500.0,0.0,37.3,0.1372661590576172
1731676253.5181272,500.0,500.0,0.0,37.3,0.24600815773010254
1731676254.046719,1000.0,500.0,0.0,37.3,0.15902996063232422
1731676254.560182,1500.0,500.0,0.0,37.3,0.15780305862426758
1731676255.4986124,500.0,500.0,0.0,37.3,0.3230886459350586
