time,cpu_request,memory_request,model,model_acc,processing_delay(s)
1731610747.2483706,500.0,500.0,0.0,37.3,4.373942136764526
1731610751.1553657,1000.0,500.0,1.0,44.9,3.203260660171509
1731610754.2941818,1500.0,500.0,0.0,37.3,2.645228862762451
1731610760.597646,500.0,500.0,0.0,37.3,5.426159381866455
1731610765.2035143,1000.0,500.0,1.0,44.9,3.9352493286132812
1731610768.8419135,1500.0,500.0,1.0,44.9,3.2691993713378906
1731610769.4495134,500.0,500.0,0.0,37.3,0.34455132484436035
1731610770.529052,1000.0,500.0,1.0,44.9,0.4953136444091797
1731610770.9938617,1500.0,500.0,0.0,37.3,0.20448732376098633
1731610772.1230295,500.0,500.0,0.0,37.3,0.5165760517120361
1731610773.1855981,1000.0,500.0,1.0,44.9,0.6524672508239746
1731610773.94743,1500.0,500.0,1.0,44.9,0.4927937984466553
1731610774.966943,500.0,500.0,0.0,37.3,0.3391306400299072
1731610775.7978935,1000.0,500.0,1.0,44.9,0.47391629219055176
1731610776.42159,1500.0,500.0,0.0,37.3,0.20484662055969238
1731610777.7524953,500.0,500.0,0.0,37.3,0.4969322681427002
1731610780.069443,1000.0,500.0,1.0,44.9,0.5344727039337158
1731610781.148376,1500.0,500.0,1.0,44.9,0.4905705451965332
1731610782.0781343,500.0,500.0,0.0,37.3,0.4221470355987549
1731610782.7957082,1000.0,500.0,1.0,44.9,0.48967862129211426
1731610783.3008084,1500.0,500.0,0.0,37.3,0.20732378959655762
1731610784.2133067,500.0,500.0,0.0,37.3,0.5374462604522705
1731610785.271174,1000.0,500.0,1.0,44.9,0.5596771240234375
1731610785.948054,1500.0,500.0,1.0,44.9,0.4615025520324707
1731610786.9685209,500.0,500.0,0.0,37.3,0.3403646945953369
1731610787.9926708,1000.0,500.0,1.0,44.9,0.4909675121307373
1731610788.6061578,1500.0,500.0,0.0,37.3,0.20979690551757812
1731610789.885757,500.0,500.0,0.0,37.3,0.5093498229980469
1731610790.9848871,1000.0,500.0,1.0,44.9,0.5531818866729736
1731610791.896688,1500.0,500.0,1.0,44.9,0.4610002040863037
1731610792.6284635,500.0,500.0,0.0,37.3,0.3663499355316162
1731610793.3440096,1000.0,500.0,1.0,44.9,0.4925708770751953
1731610793.870523,1500.0,500.0,0.0,37.3,0.21101951599121094
1731610794.7675683,500.0,500.0,0.0,37.3,0.5449597835540771
1731610795.6997495,1000.0,500.0,1.0,44.9,0.5557799339294434
1731610796.5887496,1500.0,500.0,1.0,44.9,0.49871325492858887
1731610797.575339,500.0,500.0,0.0,37.3,0.3018474578857422
1731610798.429089,1000.0,500.0,1.0,44.9,0.482771635055542
1731610799.1388571,1500.0,500.0,0.0,37.3,0.20227265357971191
1731610800.30422,500.0,500.0,0.0,37.3,0.4832487106323242
1731610801.415323,1000.0,500.0,1.0,44.9,0.6172378063201904
1731610802.3577654,1500.0,500.0,1.0,44.9,0.5016353130340576
1731610807.4648297,500.0,500.0,0.0,37.3,0.3647758960723877
1731610808.2849097,1000.0,500.0,1.0,44.9,0.554267168045044
1731610808.9821234,1500.0,500.0,0.0,37.3,0.21596574783325195
1731610810.0031319,500.0,500.0,0.0,37.3,0.5232574939727783
1731610811.0342786,1000.0,500.0,1.0,44.9,0.5617599487304688
1731610811.8628,1500.0,500.0,1.0,44.9,0.45978212356567383
1731610813.085405,500.0,500.0,0.0,37.3,0.39451026916503906
1731610814.1296122,1000.0,500.0,1.0,44.9,0.49456357955932617
1731610814.734704,1500.0,500.0,0.0,37.3,0.2159280776977539
1731610815.9031477,500.0,500.0,0.0,37.3,0.4817969799041748
1731610817.2836194,1000.0,500.0,1.0,44.9,0.5709018707275391
1731610818.3035777,1500.0,500.0,1.0,44.9,0.4527709484100342
1731610818.9206007,500.0,500.0,0.0,37.3,0.35315394401550293
1731610819.9373755,1000.0,500.0,1.0,44.9,0.4757969379425049
1731610820.44821,1500.0,500.0,0.0,37.3,0.2129354476928711
1731610821.1526659,500.0,500.0,0.0,37.3,0.47048354148864746
1731610822.078639,1000.0,500.0,1.0,44.9,0.5736660957336426
1731610822.9639866,1500.0,500.0,1.0,44.9,0.4696767330169678
1731610824.1870995,500.0,500.0,0.0,37.3,0.3784656524658203
1731610825.160315,1000.0,500.0,1.0,44.9,0.4942290782928467
1731610825.7848363,1500.0,500.0,0.0,37.3,0.20951437950134277
1731610827.2154555,500.0,500.0,0.0,37.3,0.472888708114624
1731610828.3334768,1000.0,500.0,1.0,44.9,0.5682663917541504
1731610829.3714368,1500.0,500.0,1.0,44.9,0.45925283432006836
1731610829.9836035,500.0,500.0,0.0,37.3,0.321491003036499
1731610831.0969088,1000.0,500.0,1.0,44.9,0.484938383102417
1731610831.6994874,1500.0,500.0,0.0,37.3,0.23414826393127441
1731610832.4630616,500.0,500.0,0.0,37.3,0.5259642601013184
1731610833.7408295,1000.0,500.0,1.0,44.9,0.7046396732330322
1731610834.509853,1500.0,500.0,1.0,44.9,0.45836925506591797
1731610835.5016685,500.0,500.0,0.0,37.3,0.36380648612976074
1731610836.224096,1000.0,500.0,1.0,44.9,0.5193922519683838
1731610836.7627974,1500.0,500.0,0.0,37.3,0.21984314918518066
1731610838.0491118,500.0,500.0,0.0,37.3,0.4690520763397217
1731610838.882485,1000.0,500.0,1.0,44.9,0.5750811100006104
1731610839.904413,1500.0,500.0,1.0,44.9,0.4443933963775635
1731610840.811266,500.0,500.0,0.0,37.3,0.35790348052978516
1731610841.8941238,1000.0,500.0,1.0,44.9,0.5023820400238037
1731610842.6589324,1500.0,500.0,0.0,37.3,0.2308967113494873
1731610843.331229,500.0,500.0,0.0,37.3,0.45115041732788086
1731610844.4047225,1000.0,500.0,1.0,44.9,0.6001524925231934
1731610845.3546705,1500.0,500.0,1.0,44.9,0.493114709854126
1731610846.245641,500.0,500.0,0.0,37.3,0.4028925895690918
1731610846.9577897,1000.0,500.0,1.0,44.9,0.506779670715332
1731610847.5714064,1500.0,500.0,0.0,37.3,0.2173154354095459
1731610848.7142153,500.0,500.0,0.0,37.3,0.4686567783355713
1731610849.78346,1000.0,500.0,1.0,44.9,0.5531728267669678
1731610850.9624782,1500.0,500.0,1.0,44.9,0.5002579689025879
1731610851.9921606,500.0,500.0,0.0,37.3,0.3957860469818115
1731610853.0146487,1000.0,500.0,1.0,44.9,0.5418393611907959
1731610853.7733197,1500.0,500.0,0.0,37.3,0.23484230041503906
1731610854.9711385,500.0,500.0,0.0,37.3,0.4449913501739502
1731610856.0212367,1000.0,500.0,1.0,44.9,0.5632190704345703
1731610856.9906263,1500.0,500.0,1.0,44.9,0.4668395519256592
1731610857.6173158,500.0,500.0,0.0,37.3,0.3665158748626709
1731610858.350565,1000.0,500.0,1.0,44.9,0.4973456859588623
1731610858.9592876,1500.0,500.0,0.0,37.3,0.20983529090881348
1731610859.8198473,500.0,500.0,0.0,37.3,0.4797632694244385
1731610860.7631304,1000.0,500.0,1.0,44.9,0.5732944011688232
1731610861.6118064,1500.0,500.0,1.0,44.9,0.4622511863708496
1731610862.895769,500.0,500.0,0.0,37.3,0.43770432472229004
1731610863.8675947,1000.0,500.0,1.0,44.9,0.49684762954711914
1731610864.504088,1500.0,500.0,0.0,37.3,0.20902776718139648
1731610865.7343276,500.0,500.0,0.0,37.3,0.4396705627441406
1731610866.9420145,1000.0,500.0,1.0,44.9,0.5363926887512207
1731610867.7562048,1500.0,500.0,1.0,44.9,0.4564805030822754
1731610871.953484,500.0,500.0,0.0,37.3,0.3567237854003906
1731610872.762353,1000.0,500.0,1.0,44.9,0.5103871822357178
1731610873.3111813,1500.0,500.0,0.0,37.3,0.21005868911743164
1731610874.1038446,500.0,500.0,0.0,37.3,0.5184738636016846
1731610875.1417613,1000.0,500.0,1.0,44.9,0.6253924369812012
1731610875.867561,1500.0,500.0,1.0,44.9,0.46953392028808594
1731610876.899519,500.0,500.0,0.0,37.3,0.3936140537261963
1731610878.069126,1000.0,500.0,1.0,44.9,0.49086689949035645
1731610878.7225592,1500.0,500.0,0.0,37.3,0.20589613914489746
1731610879.948899,500.0,500.0,0.0,37.3,0.5155246257781982
1731610881.064137,1000.0,500.0,1.0,44.9,0.6146237850189209
1731610881.884714,1500.0,500.0,1.0,44.9,0.45421504974365234
1731610883.0446386,500.0,500.0,0.0,37.3,0.40155458450317383
1731610884.0314379,1000.0,500.0,1.0,44.9,0.4973104000091553
1731610884.4571936,1500.0,500.0,0.0,37.3,0.21340394020080566
1731610885.6167986,500.0,500.0,0.0,37.3,0.45618104934692383
1731610886.5170875,1000.0,500.0,1.0,44.9,0.5534613132476807
1731610887.217129,1500.0,500.0,1.0,44.9,0.49244165420532227
1731610888.290163,500.0,500.0,0.0,37.3,0.3545706272125244
1731610889.15858,1000.0,500.0,1.0,44.9,0.48233771324157715
1731610889.7731223,1500.0,500.0,0.0,37.3,0.20440030097961426
1731610891.1306033,500.0,500.0,0.0,37.3,0.5324208736419678
1731610892.1768618,1000.0,500.0,1.0,44.9,0.6193232536315918
1731610893.3145263,1500.0,500.0,1.0,44.9,0.4973912239074707
1731610894.0087767,500.0,500.0,0.0,37.3,0.35978150367736816
1731610894.7860022,1000.0,500.0,1.0,44.9,0.4859752655029297
1731610895.3071342,1500.0,500.0,0.0,37.3,0.21547532081604004
1731610896.345581,500.0,500.0,0.0,37.3,0.5299599170684814
1731610897.2646356,1000.0,500.0,1.0,44.9,0.5895495414733887
1731610898.0754817,1500.0,500.0,1.0,44.9,0.4549591541290283
1731610899.1138349,500.0,500.0,0.0,37.3,0.28109240531921387
1731610900.1291087,1000.0,500.0,1.0,44.9,0.49186086654663086
1731610900.742048,1500.0,500.0,0.0,37.3,0.2085585594177246
1731610901.746418,500.0,500.0,0.0,37.3,0.473130464553833
1731610902.9454954,1000.0,500.0,1.0,44.9,0.5900027751922607
1731610903.8220046,1500.0,500.0,1.0,44.9,0.447826623916626
1731610904.4102917,500.0,500.0,0.0,37.3,0.3253285884857178
1731610905.47813,1000.0,500.0,1.0,44.9,0.4972536563873291
1731610906.054401,1500.0,500.0,0.0,37.3,0.20414018630981445
1731610906.8865445,500.0,500.0,0.0,37.3,0.46584391593933105
1731610907.897006,1000.0,500.0,1.0,44.9,0.613727331161499
1731610908.7043843,1500.0,500.0,1.0,44.9,0.48485684394836426
1731610909.7276814,500.0,500.0,0.0,37.3,0.3545060157775879
1731610910.4632764,1000.0,500.0,1.0,44.9,0.5130109786987305
1731610910.9513853,1500.0,500.0,0.0,37.3,0.22822785377502441
1731610912.1908753,500.0,500.0,0.0,37.3,0.48783373832702637
1731610913.0551429,1000.0,500.0,1.0,44.9,0.6313052177429199
1731610913.8656414,1500.0,500.0,1.0,44.9,0.5183110237121582
1731610915.07681,500.0,500.0,0.0,37.3,0.3243386745452881
1731610915.9878132,1000.0,500.0,1.0,44.9,0.4769561290740967
1731610916.6078758,1500.0,500.0,0.0,37.3,0.21097826957702637
1731610917.531584,500.0,500.0,0.0,37.3,0.5097260475158691
1731610918.5569942,1000.0,500.0,1.0,44.9,0.568523645401001
1731610919.4582815,1500.0,500.0,1.0,44.9,0.4587244987487793
1731610920.180981,500.0,500.0,0.0,37.3,0.38997364044189453
1731610920.8882778,1000.0,500.0,1.0,44.9,0.4849853515625
1731610921.262971,1500.0,500.0,0.0,37.3,0.20376849174499512
1731610922.6336765,500.0,500.0,0.0,37.3,0.4770681858062744
1731610923.636883,1000.0,500.0,1.0,44.9,0.593787670135498
1731610924.3806176,1500.0,500.0,1.0,44.9,0.44684267044067383
1731610925.302155,500.0,500.0,0.0,37.3,0.3715345859527588
1731610926.2120373,1000.0,500.0,1.0,44.9,0.5193653106689453
1731610926.9437914,1500.0,500.0,0.0,37.3,0.20903706550598145
1731610928.1189086,500.0,500.0,0.0,37.3,0.4817032814025879
1731610929.2942731,1000.0,500.0,1.0,44.9,0.5626342296600342
1731610930.1224174,1500.0,500.0,1.0,44.9,0.4672679901123047
1731610930.9041445,500.0,500.0,0.0,37.3,0.34401845932006836
1731610931.75925,1000.0,500.0,1.0,44.9,0.4834263324737549
1731610932.3160567,1500.0,500.0,0.0,37.3,0.21400070190429688
1731610933.2388718,500.0,500.0,0.0,37.3,0.5144755840301514
1731610934.272414,1000.0,500.0,1.0,44.9,0.6007609367370605
1731610935.1302876,1500.0,500.0,1.0,44.9,0.4993476867675781
1731610940.3398159,500.0,500.0,0.0,37.3,0.3777015209197998
1731610941.5033987,1000.0,500.0,1.0,44.9,0.5166449546813965
1731610942.098301,1500.0,500.0,0.0,37.3,0.22032618522644043
1731610943.2226903,500.0,500.0,0.0,37.3,0.5074095726013184
1731610944.3402848,1000.0,500.0,1.0,44.9,0.6165182590484619
1731610945.1555564,1500.0,500.0,1.0,44.9,0.4613478183746338
1731610945.7897727,500.0,500.0,0.0,37.3,0.38617658615112305
1731610946.5950143,1000.0,500.0,1.0,44.9,0.48075032234191895
1731610947.013859,1500.0,500.0,0.0,37.3,0.22368264198303223
1731610948.0143259,500.0,500.0,0.0,37.3,0.5061664581298828
1731610948.9633858,1000.0,500.0,1.0,44.9,0.5611436367034912
1731610949.6662836,1500.0,500.0,1.0,44.9,0.46864938735961914
1731610950.9143221,500.0,500.0,0.0,37.3,0.3805079460144043
1731610951.920129,1000.0,500.0,1.0,44.9,0.507249116897583
1731610952.553356,1500.0,500.0,0.0,37.3,0.21926116943359375
1731610953.8787982,500.0,500.0,0.0,37.3,0.5772502422332764
1731610954.979018,1000.0,500.0,1.0,44.9,0.5721035003662109
1731610956.0732868,1500.0,500.0,1.0,44.9,0.46598386764526367
1731610956.7802634,500.0,500.0,0.0,37.3,0.35317397117614746
1731610957.4857173,1000.0,500.0,1.0,44.9,0.4848816394805908
1731610958.0951283,1500.0,500.0,0.0,37.3,0.20798110961914062
1731610958.9919605,500.0,500.0,0.0,37.3,0.5316934585571289
1731610959.7974856,1000.0,500.0,1.0,44.9,0.5735805034637451
1731610960.6992881,1500.0,500.0,1.0,44.9,0.4549703598022461
1731610961.8718235,500.0,500.0,0.0,37.3,0.35788607597351074
1731610963.1147432,1000.0,500.0,1.0,44.9,0.4917304515838623
1731610963.7915335,1500.0,500.0,0.0,37.3,0.21103858947753906
1731610964.9360042,500.0,500.0,0.0,37.3,0.43912553787231445
1731610966.1279492,1000.0,500.0,1.0,44.9,0.5656144618988037
1731610967.0684597,1500.0,500.0,1.0,44.9,0.4542069435119629
1731610967.686902,500.0,500.0,0.0,37.3,0.31476259231567383
1731610968.5004284,1000.0,500.0,1.0,44.9,0.4833405017852783
1731610969.0100687,1500.0,500.0,0.0,37.3,0.21314263343811035
1731610969.8883033,500.0,500.0,0.0,37.3,0.5295953750610352
1731610970.9853432,1000.0,500.0,1.0,44.9,0.6060285568237305
1731610971.92045,1500.0,500.0,1.0,44.9,0.500464916229248
1731610972.9254968,500.0,500.0,0.0,37.3,0.42601633071899414
1731610974.147765,1000.0,500.0,1.0,44.9,0.4888496398925781
1731610974.7510595,1500.0,500.0,0.0,37.3,0.1977536678314209
1731610975.9160194,500.0,500.0,0.0,37.3,0.4703800678253174
1731610977.3128326,1000.0,500.0,1.0,44.9,0.6327974796295166
1731610978.3927963,1500.0,500.0,1.0,44.9,0.4608027935028076
1731610978.949927,500.0,500.0,0.0,37.3,0.35564351081848145
1731610979.790858,1000.0,500.0,1.0,44.9,0.4768095016479492
1731610980.2113411,1500.0,500.0,0.0,37.3,0.2081897258758545
1731610981.0257251,500.0,500.0,0.0,37.3,0.5264699459075928
1731610982.0857894,1000.0,500.0,1.0,44.9,0.5597145557403564
1731610982.8174634,1500.0,500.0,1.0,44.9,0.5211946964263916
1731610983.7913735,500.0,500.0,0.0,37.3,0.34752535820007324
1731610984.8572962,1000.0,500.0,1.0,44.9,0.47431516647338867
1731610985.3781917,1500.0,500.0,0.0,37.3,0.20587801933288574
1731610986.7813566,500.0,500.0,0.0,37.3,0.530487060546875
1731610987.8727937,1000.0,500.0,1.0,44.9,0.5894956588745117
1731610988.788686,1500.0,500.0,1.0,44.9,0.45927953720092773
1731610989.5369763,500.0,500.0,0.0,37.3,0.2975292205810547
1731610990.1960666,1000.0,500.0,1.0,44.9,0.49051761627197266
1731610990.7329724,1500.0,500.0,0.0,37.3,0.2037487030029297
1731610991.5583315,500.0,500.0,0.0,37.3,0.4881718158721924
1731610992.479151,1000.0,500.0,1.0,44.9,0.555863618850708
1731610993.4509864,1500.0,500.0,1.0,44.9,0.46662259101867676
1731610994.526907,500.0,500.0,0.0,37.3,0.3982837200164795
1731610995.345051,1000.0,500.0,1.0,44.9,0.48613810539245605
1731610996.0696304,1500.0,500.0,0.0,37.3,0.20192813873291016
1731610997.8270857,500.0,500.0,0.0,37.3,0.47136521339416504
1731610998.9430559,1000.0,500.0,1.0,44.9,0.5730030536651611
1731610999.7429688,1500.0,500.0,1.0,44.9,0.4556765556335449
1731611004.1669414,500.0,500.0,0.0,37.3,0.42120862007141113
1731611004.8699093,1000.0,500.0,1.0,44.9,0.4781477451324463
1731611005.3995435,1500.0,500.0,0.0,37.3,0.2069084644317627
1731611006.347783,500.0,500.0,0.0,37.3,0.5089111328125
1731611007.122769,1000.0,500.0,1.0,44.9,0.5563902854919434
1731611007.9516654,1500.0,500.0,1.0,44.9,0.4502236843109131
1731611008.9879684,500.0,500.0,0.0,37.3,0.4073655605316162
1731611009.9819932,1000.0,500.0,1.0,44.9,0.4774610996246338
1731611010.71867,1500.0,500.0,0.0,37.3,0.20500469207763672
1731611011.8544497,500.0,500.0,0.0,37.3,0.49047040939331055
1731611013.063818,1000.0,500.0,1.0,44.9,0.5686948299407959
1731611013.9775648,1500.0,500.0,1.0,44.9,0.46636509895324707
1731611014.5487206,500.0,500.0,0.0,37.3,0.31487107276916504
1731611015.3085978,1000.0,500.0,1.0,44.9,0.47916650772094727
1731611015.8201926,1500.0,500.0,0.0,37.3,0.20399260520935059
1731611016.6363432,500.0,500.0,0.0,37.3,0.5086667537689209
1731611017.559933,1000.0,500.0,1.0,44.9,0.5458617210388184
1731611018.30053,1500.0,500.0,1.0,44.9,0.466524600982666
1731611019.3346426,500.0,500.0,0.0,37.3,0.3498401641845703
