time,cpu_request,memory_request,model,model_acc,processing_delay(s)
1731666414.9088075,500.0,500.0,0.0,37.3,4.038392543792725
1731666418.4378724,1000.0,500.0,1.0,44.9,2.5815742015838623
1731666423.7775753,1500.0,500.0,1.0,44.9,4.78843879699707
1731666428.5464613,500.0,500.0,0.0,37.3,4.017941236495972
1731666432.4959457,1000.0,500.0,1.0,44.9,2.983762502670288
1731666435.7644606,1500.0,500.0,1.0,44.9,2.7869455814361572
1731666436.714644,500.0,500.0,0.0,37.3,0.3300442695617676
1731666437.5866482,1000.0,500.0,1.0,44.9,0.3761718273162842
1731666438.557362,1500.0,500.0,1.0,44.9,0.4716372489929199
1731666439.5604496,500.0,500.0,0.0,37.3,0.33738088607788086
1731666440.8533494,1000.0,500.0,1.0,44.9,0.41385960578918457
1731666441.7361858,1500.0,500.0,1.0,44.9,0.3590259552001953
1731666442.8368626,500.0,500.0,0.0,37.3,0.36006689071655273
1731666443.957853,1000.0,500.0,1.0,44.9,0.353853702545166
1731666444.953095,1500.0,500.0,1.0,44.9,0.45185160636901855
1731666446.0892532,500.0,500.0,0.0,37.3,0.3414492607116699
1731666446.9955502,1000.0,500.0,1.0,44.9,0.405841588973999
1731666447.9679537,1500.0,500.0,1.0,44.9,0.36260485649108887
1731666448.8642852,500.0,500.0,0.0,37.3,0.348893404006958
1731666449.757102,1000.0,500.0,1.0,44.9,0.3451883792877197
1731666450.8251107,1500.0,500.0,1.0,44.9,0.44569993019104004
1731666451.8313863,500.0,500.0,0.0,37.3,0.371506929397583
1731666452.7252996,1000.0,500.0,1.0,44.9,0.42383337020874023
1731666453.7359393,1500.0,500.0,1.0,44.9,0.37040019035339355
1731666454.8037508,500.0,500.0,0.0,37.3,0.3480110168457031
1731666455.7679205,1000.0,500.0,1.0,44.9,0.38487935066223145
1731666456.8922887,1500.0,500.0,1.0,44.9,0.46592092514038086
1731666458.1079473,500.0,500.0,0.0,37.3,0.3034634590148926
1731666459.359782,1000.0,500.0,1.0,44.9,0.44005322456359863
1731666460.3933449,1500.0,500.0,1.0,44.9,0.3689842224121094
1731666461.2639298,500.0,500.0,0.0,37.3,0.3107891082763672
1731666462.0502663,1000.0,500.0,1.0,44.9,0.3672623634338379
1731666463.0240347,1500.0,500.0,1.0,44.9,0.4582948684692383
1731666463.978319,500.0,500.0,0.0,37.3,0.3837754726409912
1731666464.7848969,1000.0,500.0,1.0,44.9,0.4353787899017334
1731666465.77007,1500.0,500.0,1.0,44.9,0.3574178218841553
1731666466.9038546,500.0,500.0,0.0,37.3,0.3321998119354248
1731666468.0188332,1000.0,500.0,1.0,44.9,0.39305591583251953
1731666468.908102,1500.0,500.0,1.0,44.9,0.4706380367279053
1731666470.2890203,500.0,500.0,0.0,37.3,0.36705636978149414
1731666471.189077,1000.0,500.0,1.0,44.9,0.41913604736328125
1731666472.0615885,1500.0,500.0,1.0,44.9,0.35186195373535156
1731666615.3227348,500.0,500.0,0.0,37.3,0.35816049575805664
1731666616.0945668,1000.0,500.0,1.0,44.9,0.3732798099517822
1731666616.981501,1500.0,500.0,1.0,44.9,0.46384191513061523
1731666617.8550398,500.0,500.0,0.0,37.3,0.31841254234313965
1731666621.3862486,1000.0,500.0,1.0,44.9,2.6249887943267822
1731666622.2374732,1500.0,500.0,1.0,44.9,0.3686368465423584
1731666623.6044345,500.0,500.0,0.0,37.3,0.35208678245544434
1731666624.7680597,1000.0,500.0,1.0,44.9,0.3444786071777344
1731666625.7711723,1500.0,500.0,1.0,44.9,0.511350154876709
1731666626.8625522,500.0,500.0,0.0,37.3,0.32880496978759766
1731666627.7421396,1000.0,500.0,1.0,44.9,0.36261940002441406
1731666628.6528993,1500.0,500.0,1.0,44.9,0.3999927043914795
1731666629.7928634,500.0,500.0,0.0,37.3,0.35784053802490234
