time,cpu_request,memory_request,model,model_acc,processing_delay(s)
1731684789.3040693,500.0,500.0,0.0,37.3,5.35481333732605
1731684792.7652032,1000.0,500.0,0.0,37.3,2.9525816440582275
1731684797.538859,1500.0,500.0,1.0,44.9,4.4525346755981445
1731684802.5912855,500.0,500.0,1.0,44.9,4.5599894523620605
1731684805.866616,1000.0,500.0,1.0,44.9,2.809014320373535
1731684808.6621842,1500.0,500.0,0.0,37.3,2.4890975952148438
1731684809.3146,500.0,500.0,0.0,37.3,0.4248485565185547
1731684809.8095446,1000.0,500.0,0.0,37.3,0.2154862880706787
1731684810.45928,1500.0,500.0,1.0,44.9,0.48258495330810547
1731684811.3875859,500.0,500.0,1.0,44.9,0.7269165515899658
1731684812.0190055,1000.0,500.0,1.0,44.9,0.37073254585266113
1731684812.3197198,1500.0,500.0,0.0,37.3,0.15282845497131348
1731684813.1921399,500.0,500.0,0.0,37.3,0.3602476119995117
1731684813.866025,1000.0,500.0,0.0,37.3,0.22028589248657227
1731684814.6510031,1500.0,500.0,1.0,44.9,0.4827084541320801
1731684815.9020176,500.0,500.0,1.0,44.9,0.7224712371826172
1731684816.7541988,1000.0,500.0,1.0,44.9,0.3802680969238281
1731684817.253787,1500.0,500.0,0.0,37.3,0.15991997718811035
1731684818.0130231,500.0,500.0,0.0,37.3,0.4363884925842285
1731684818.4115584,1000.0,500.0,0.0,37.3,0.23113417625427246
1731684819.1668057,1500.0,500.0,1.0,44.9,0.49332308769226074
1731684820.2978344,500.0,500.0,1.0,44.9,0.7796821594238281
1731684820.820146,1000.0,500.0,1.0,44.9,0.36559581756591797
1731684821.1353076,1500.0,500.0,0.0,37.3,0.16133904457092285
1731684822.2177072,500.0,500.0,0.0,37.3,0.4454381465911865
1731684822.7883968,1000.0,500.0,0.0,37.3,0.26626086235046387
1731684823.5806868,1500.0,500.0,1.0,44.9,0.478898286819458
1731684824.8028831,500.0,500.0,1.0,44.9,0.6878373622894287
1731684825.42757,1000.0,500.0,1.0,44.9,0.3460531234741211
1731684826.0154018,1500.0,500.0,0.0,37.3,0.15865159034729004
1731684826.6029155,500.0,500.0,0.0,37.3,0.3736135959625244
1731684826.9983058,1000.0,500.0,0.0,37.3,0.23944401741027832
