time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721327323.90995,1000m,170m,1000Mi,301Mi,medium
1721327326.95633,1000m,170m,1000Mi,301Mi,medium
1721327329.99984,1000m,170m,1000Mi,301Mi,medium
1721327333.03925,1000m,170m,1000Mi,301Mi,medium
1721327336.08927,1000m,170m,1000Mi,301Mi,medium
1721327339.13084,1000m,170m,1000Mi,301Mi,medium
1721327342.17264,1000m,170m,1000Mi,301Mi,medium
1721327345.22007,1000m,170m,1000Mi,301Mi,medium
1721327348.27148,1000m,170m,1000Mi,301Mi,medium
1721327351.31287,1000m,0m,1000Mi,301Mi,medium
1721327354.35091,1000m,0m,1000Mi,301Mi,medium
1721327357.3949,1000m,0m,1000Mi,301Mi,medium
1721327360.43513,1000m,0m,1000Mi,301Mi,medium
1721327363.47805,1000m,0m,1000Mi,301Mi,medium
1721327366.52588,1000m,0m,1000Mi,301Mi,medium
1721327369.56861,1000m,0m,1000Mi,301Mi,medium
1721327372.61442,1000m,0m,1000Mi,301Mi,medium
1721327375.65947,1000m,0m,1000Mi,301Mi,medium
1721327384.118,1000m,636m,1000Mi,435Mi,medium
1721327387.16318,1000m,636m,1000Mi,435Mi,medium
1721327390.20735,1000m,636m,1000Mi,435Mi,medium
1721327393.25046,1000m,636m,1000Mi,435Mi,medium
1721327396.29428,1000m,636m,1000Mi,435Mi,medium
1721327399.3358,1000m,636m,1000Mi,435Mi,medium
1721327402.37648,1000m,636m,1000Mi,435Mi,medium
1721327405.42644,1000m,636m,1000Mi,435Mi,medium
1721327408.47587,1000m,636m,1000Mi,435Mi,medium
1721327411.5195,1000m,625m,1000Mi,428Mi,medium
1721327414.5615,1000m,625m,1000Mi,428Mi,medium
1721327417.60679,1000m,625m,1000Mi,428Mi,medium
1721327420.80335,1000m,625m,1000Mi,428Mi,medium
1721327423.84582,1000m,625m,1000Mi,428Mi,medium
1721327426.88953,1000m,625m,1000Mi,428Mi,medium
1721327429.92589,1000m,625m,1000Mi,428Mi,medium
