time,cpu_request,cpu_usage,memory_request,memory_usage,model
1721325023.2164285,500m,463m,1000Mi,436Mi,medium
1721325026.2653155,500m,463m,1000Mi,436Mi,medium
1721325029.316728,500m,463m,1000Mi,436Mi,medium
1721325032.3624094,500m,463m,1000Mi,436Mi,medium
1721325035.4078481,500m,463m,1000Mi,436Mi,medium
1721325038.4514668,500m,463m,1000Mi,436Mi,medium
1721325041.4989502,500m,463m,1000Mi,436Mi,medium
1721325044.5433192,500m,463m,1000Mi,436Mi,medium
1721325047.5863214,500m,463m,1000Mi,436Mi,medium
1721325050.6301491,500m,463m,1000Mi,436Mi,medium
1721325053.704974,500m,463m,1000Mi,436Mi,medium
1721325056.7455368,500m,463m,1000Mi,436Mi,medium
1721325059.789085,500m,463m,1000Mi,436Mi,medium
1721325062.8312597,500m,463m,1000Mi,436Mi,medium
1721325065.8827758,500m,463m,1000Mi,436Mi,medium
1721325068.9212732,500m,463m,1000Mi,436Mi,medium
1721325071.9637012,500m,458m,1000Mi,436Mi,medium
1721325075.0065122,500m,458m,1000Mi,436Mi,medium
1721325078.1015842,500m,458m,1000Mi,436Mi,medium
1721325081.1364293,500m,458m,1000Mi,436Mi,medium
1721325084.169332,500m,458m,1000Mi,436Mi,medium
1721325087.2055554,500m,458m,1000Mi,436Mi,medium
1721325090.2524548,500m,458m,1000Mi,436Mi,medium
1721325093.2896779,500m,458m,1000Mi,436Mi,medium
1721325096.3340695,500m,458m,1000Mi,436Mi,medium
1721325099.3797977,500m,458m,1000Mi,436Mi,medium
1721325102.4287508,500m,457m,1000Mi,436Mi,medium
1721325105.4719558,500m,457m,1000Mi,436Mi,medium
1721325108.8551297,500m,457m,1000Mi,436Mi,medium
1721325111.9021182,500m,457m,1000Mi,436Mi,medium
1721325115.033498,500m,457m,1000Mi,436Mi,medium
1721325118.0805564,500m,457m,1000Mi,436Mi,medium
1721325121.1217864,500m,457m,1000Mi,436Mi,medium
1721325124.162687,500m,457m,1000Mi,436Mi,medium
1721325127.2113936,500m,457m,1000Mi,436Mi,medium
1721325130.253082,500m,457m,1000Mi,436Mi,medium
1721325133.2921548,500m,394m,1000Mi,436Mi,medium
1721325136.3519344,500m,394m,1000Mi,436Mi,medium
1721325139.5204241,500m,394m,1000Mi,436Mi,medium
1721325142.5575588,500m,394m,1000Mi,436Mi,medium
1721325145.5996313,500m,394m,1000Mi,436Mi,medium
1721325148.6429236,500m,394m,1000Mi,436Mi,medium
1721325151.6838257,500m,394m,1000Mi,436Mi,medium
1721325154.7271926,500m,394m,1000Mi,436Mi,medium
1721325157.7770479,500m,394m,1000Mi,436Mi,medium
1721325160.8183072,500m,456m,1000Mi,436Mi,medium
1721325163.8667216,500m,456m,1000Mi,436Mi,medium
1721325166.9112148,500m,456m,1000Mi,436Mi,medium
1721325169.9508862,500m,456m,1000Mi,436Mi,medium
1721325172.9926848,500m,456m,1000Mi,436Mi,medium
1721325176.0367134,500m,456m,1000Mi,436Mi,medium
1721325179.0796425,500m,456m,1000Mi,436Mi,medium
1721325182.1306324,500m,456m,1000Mi,436Mi,medium
1721325185.1824381,500m,456m,1000Mi,436Mi,medium
1721325188.233706,500m,456m,1000Mi,436Mi,medium
1721325191.2824585,500m,455m,1000Mi,436Mi,medium
1721325194.3258996,500m,455m,1000Mi,436Mi,medium
1721325197.5036776,500m,455m,1000Mi,436Mi,medium
1721325200.599478,500m,455m,1000Mi,436Mi,medium
1721325203.8798199,500m,455m,1000Mi,436Mi,medium
1721325206.9248044,500m,455m,1000Mi,436Mi,medium
1721325209.9600658,500m,455m,1000Mi,436Mi,medium
1721325213.0073135,500m,455m,1000Mi,436Mi,medium
1721325216.047009,500m,455m,1000Mi,436Mi,medium
1721325219.0926948,500m,455m,1000Mi,436Mi,medium
1721325222.138208,500m,456m,1000Mi,430Mi,medium
1721325225.2029767,500m,456m,1000Mi,430Mi,medium
1721325228.247985,500m,456m,1000Mi,430Mi,medium
1721325231.2950764,500m,456m,1000Mi,430Mi,medium
1721325234.337989,500m,456m,1000Mi,430Mi,medium
1721325237.384498,500m,456m,1000Mi,430Mi,medium
1721325240.4341846,500m,456m,1000Mi,430Mi,medium
1721325243.4829233,500m,456m,1000Mi,430Mi,medium
1721325246.528501,500m,456m,1000Mi,430Mi,medium
1721325249.578579,500m,456m,1000Mi,430Mi,medium
1721325252.6201682,500m,455m,1000Mi,430Mi,medium
1721325255.6674395,500m,455m,1000Mi,430Mi,medium
1721325258.7119722,500m,455m,1000Mi,430Mi,medium
1721325261.7784896,500m,455m,1000Mi,430Mi,medium
1721325264.9432323,500m,455m,1000Mi,430Mi,medium
1721325267.9893973,500m,455m,1000Mi,430Mi,medium
1721325271.028204,500m,455m,1000Mi,430Mi,medium
1721325274.3076692,500m,455m,1000Mi,430Mi,medium
1721325277.3524065,500m,455m,1000Mi,430Mi,medium
1721325280.3940804,500m,455m,1000Mi,430Mi,medium
1721325283.4391482,500m,457m,1000Mi,430Mi,medium
1721325286.490647,500m,457m,1000Mi,430Mi,medium
1721325289.667245,500m,457m,1000Mi,430Mi,medium
1721325292.7136269,500m,457m,1000Mi,430Mi,medium
1721325295.7608483,500m,457m,1000Mi,430Mi,medium
1721325298.8080363,500m,457m,1000Mi,430Mi,medium
1721325301.8496988,500m,457m,1000Mi,430Mi,medium
1721325304.9160008,500m,457m,1000Mi,430Mi,medium
1721325307.9615433,500m,457m,1000Mi,430Mi,medium
1721325311.009588,500m,453m,1000Mi,430Mi,medium
1721325314.057919,500m,453m,1000Mi,430Mi,medium
1721325317.3205085,500m,453m,1000Mi,430Mi,medium
1721325320.3548462,500m,453m,1000Mi,430Mi,medium
1721325323.464039,500m,453m,1000Mi,430Mi,medium
1721325326.500057,500m,453m,1000Mi,430Mi,medium
1721325329.544047,500m,453m,1000Mi,430Mi,medium
1721325332.587854,500m,453m,1000Mi,430Mi,medium
1721325335.6365237,500m,453m,1000Mi,430Mi,medium
1721325338.6739004,500m,453m,1000Mi,430Mi,medium
1721325341.7203054,500m,419m,1000Mi,430Mi,medium
1721325344.7659416,500m,419m,1000Mi,430Mi,medium
1721325347.9071667,500m,419m,1000Mi,430Mi,medium
1721325350.9570453,500m,419m,1000Mi,430Mi,medium
1721325353.9912565,500m,419m,1000Mi,430Mi,medium
1721325357.0375528,500m,419m,1000Mi,430Mi,medium
1721325360.1017935,500m,419m,1000Mi,430Mi,medium
1721325363.1546779,500m,419m,1000Mi,430Mi,medium
1721325366.1989448,500m,419m,1000Mi,430Mi,medium
1721325369.2394807,500m,419m,1000Mi,430Mi,medium
1721325372.2837863,500m,460m,1000Mi,430Mi,medium
1721325375.3269818,500m,460m,1000Mi,430Mi,medium
1721325378.3735042,500m,460m,1000Mi,430Mi,medium
1721325381.409452,500m,460m,1000Mi,430Mi,medium
1721325384.4500813,500m,460m,1000Mi,430Mi,medium
1721325387.4948833,500m,460m,1000Mi,430Mi,medium
1721325390.5560431,500m,460m,1000Mi,430Mi,medium
1721325393.5995164,500m,460m,1000Mi,430Mi,medium
1721325396.6469822,500m,460m,1000Mi,430Mi,medium
1721325399.7459967,500m,460m,1000Mi,430Mi,medium
1721325402.7923422,500m,441m,1000Mi,416Mi,medium
1721325405.834432,500m,441m,1000Mi,416Mi,medium
1721325408.8830554,500m,441m,1000Mi,416Mi,medium
1721325411.9287236,500m,441m,1000Mi,416Mi,medium
1721325414.992976,500m,441m,1000Mi,416Mi,medium
1721325418.0342345,500m,441m,1000Mi,416Mi,medium
1721325421.0850215,500m,441m,1000Mi,416Mi,medium
1721325424.128742,500m,441m,1000Mi,416Mi,medium
1721325427.1768003,500m,441m,1000Mi,416Mi,medium
1721325430.230314,500m,441m,1000Mi,416Mi,medium
1721325433.274709,500m,334m,1000Mi,430Mi,medium
1721325436.3254018,500m,334m,1000Mi,430Mi,medium
1721325439.3684325,500m,334m,1000Mi,430Mi,medium
1721325442.4174457,500m,334m,1000Mi,430Mi,medium
1721325445.5152981,500m,334m,1000Mi,430Mi,medium
1721325448.5840707,500m,334m,1000Mi,430Mi,medium
1721325451.658746,500m,334m,1000Mi,430Mi,medium
1721325454.7024589,500m,334m,1000Mi,430Mi,medium
1721325457.7519033,500m,334m,1000Mi,430Mi,medium
1721325460.79727,500m,459m,1000Mi,430Mi,medium
1721325463.8421454,500m,459m,1000Mi,430Mi,medium
1721325466.884247,500m,459m,1000Mi,430Mi,medium
1721325469.9354658,500m,459m,1000Mi,430Mi,medium
1721325473.002922,500m,459m,1000Mi,430Mi,medium
1721325476.0498288,500m,459m,1000Mi,430Mi,medium
